rank	user	item	score	rating
8	13	512	1	
9	13	466	1	
10	13	978	1	
1	14	17	1	
2	14	943	1	
3	14	1450	1	
4	14	1092	1	
5	14	1336	1	
6	14	913	1	
7	14	121	1	3.0
8	14	640	1	
9	14	1423	1	
10	14	795	1	
1	15	133	1	
2	15	1342	1	
3	15	1637	1	
4	15	1081	1	
5	15	945	1	
6	15	1457	1	
7	15	203	1	
8	15	1482	1	
9	15	976	1	
10	15	111	1	4.0
1	16	1657	1	
2	16	832	1	
3	16	301	1	
4	16	699	1	
5	16	730	1	
6	16	324	1	
7	16	110	1	
8	16	644	1	
9	16	1183	1	
10	16	632	1	
1	17	1566	1	
2	17	641	1	
3	17	1498	1	
4	17	1267	1	
5	17	235	1	
6	17	697	1	
7	17	929	1	
8	17	925	1	
9	17	580	1	
10	17	1623	1	
1	18	567	1	
2	18	931	1	
3	18	1003	1	
4	18	587	1	
5	18	1435	1	
6	18	1426	1	
7	18	861	1	
8	18	93	1	
9	18	548	1	
10	18	1499	1	
1	19	1074	1	
2	19	1527	1	
3	19	181	1	
4	19	517	1	
5	19	112	1	
6	19	926	1	
7	19	205	1	
8	19	1353	1	
9	19	1121	1	
10	19	211	1	4.0
1	20	61	1	
2	20	222	1	
3	20	1594	1	
4	20	730	1	
5	20	650	1	
6	20	654	1	
7	20	505	1	
8	20	1571	1	
9	20	188	1	
10	20	1181	1	
1	21	322	1	3.0
2	21	1584	1	
3	21	761	1	
4	21	136	1	
5	21	718	1	
6	21	834	1	1.0
7	21	1127	1	
8	21	1209	1	
9	21	376	1	
10	21	1426	1	
1	22	1601	1	
2	22	619	1	
3	22	159	1	
4	22	462	1	
5	22	1487	1	
6	22	538	1	
7	22	569	1	
8	22	1052	1	
9	22	855	1	
10	22	1377	1	
1	23	937	1	
2	23	323	1	2.0
3	23	1504	1	
4	23	1639	1	
5	23	956	1	
6	23	226	1	
7	23	928	1	
8	23	35	1	
9	23	823	1	
10	23	183	1	3.0
1	24	1323	1	
2	24	85	1	
3	24	81	1	
4	24	29	1	
5	24	614	1	
6	24	106	1	
7	24	78	1	
8	24	34	1	
9	24	473	1	
10	24	927	1	
1	25	982	1	
2	25	844	1	
3	25	1176	1	
4	25	1500	1	
5	25	145	1	
6	25	436	1	
7	25	1514	1	
8	25	1225	1	
9	25	1513	1	
10	25	792	1	
1	26	803	1	
2	26	1417	1	
3	26	668	1	
4	26	1674	1	
5	26	719	1	
6	26	148	1	3.0
7	26	1291	1	
8	26	512	1	
9	26	466	1	
10	26	978	1	
1	27	1426	1	
2	27	1368	1	
3	27	598	1	
4	27	1444	1	
5	27	846	1	
6	27	213	1	
7	27	707	1	
8	27	865	1	
9	27	1121	1	
10	27	1442	1	
1	28	17	1	
2	28	943	1	
3	28	1450	1	
4	28	1092	1	
5	28	1336	1	
6	28	913	1	
7	28	121	1	
8	28	640	1	
9	28	1423	1	
10	28	795	1	
1	29	133	1	
2	29	1342	1	
3	29	1637	1	
4	29	1081	1	
5	29	945	1	
6	29	1457	1	
7	29	203	1	
8	29	1482	1	
9	29	976	1	
10	29	111	1	
1	30	1657	1	
2	30	832	1	
3	30	301	1	4.0
4	30	699	1	
5	30	730	1	
6	30	324	1	
7	30	110	1	
8	30	644	1	
9	30	1183	1	
10	30	632	1	
1	31	833	1	
2	31	401	1	
3	31	630	1	
4	31	195	1	
5	31	180	1	
6	31	1217	1	
7	31	169	1	
8	31	1570	1	
9	31	321	1	4.0
10	31	818	1	
1	32	1566	1	
2	32	641	1	
3	32	1498	1	
4	32	1267	1	
5	32	235	1	3.0
6	32	697	1	
7	32	929	1	
8	32	925	1	
9	32	580	1	
10	32	1623	1	
1	33	567	1	
2	33	931	1	
3	33	1003	1	
4	33	587	1	
5	33	1435	1	
6	33	1426	1	
7	33	861	1	
8	33	93	1	
9	33	548	1	
10	33	1499	1	
1	34	303	1	
2	34	1517	1	
3	34	786	1	
4	34	1408	1	
5	34	71	1	
6	34	1035	1	
7	34	64	1	
8	34	1194	1	
9	34	1566	1	
10	34	643	1	
1	35	1074	1	
2	35	1527	1	
3	35	181	1	
4	35	517	1	
5	35	112	1	
6	35	926	1	
7	35	205	1	
8	35	1353	1	
9	35	1121	1	
10	35	211	1	
1	36	61	1	
2	36	222	1	
3	36	1594	1	
4	36	730	1	
5	36	650	1	
6	36	654	1	
7	36	505	1	
8	36	1571	1	
9	36	188	1	
10	36	1181	1	
1	37	978	1	
2	37	1588	1	
3	37	1030	1	
4	37	420	1	
5	37	872	1	
6	37	964	1	
7	37	1273	1	
8	37	1472	1	
9	37	630	1	
10	37	1445	1	
1	38	1601	1	
2	38	619	1	
3	38	159	1	
4	38	462	1	
5	38	1487	1	
6	38	538	1	
7	38	569	1	
8	38	1052	1	
9	38	855	1	
10	38	1377	1	
1	39	937	1	5.0
2	39	323	1	
3	39	1504	1	
4	39	1639	1	
5	39	956	1	
6	39	226	1	
7	39	928	1	
8	39	35	1	
9	39	823	1	
10	39	183	1	
1	40	160	1	
2	40	716	1	
3	40	941	1	
4	40	1550	1	
5	40	958	1	
6	40	997	1	
7	40	1668	1	
8	40	697	1	
9	40	1674	1	
10	40	1370	1	
1	41	982	1	
2	41	844	1	
3	41	1176	1	
4	41	1500	1	
5	41	145	1	
6	41	436	1	
7	41	1514	1	
8	41	1225	1	
9	41	1513	1	
10	41	792	1	
1	42	803	1	
2	42	1417	1	
3	42	668	1	
4	42	1674	1	
5	42	719	1	
6	42	148	1	
7	42	1291	1	
8	42	512	1	
9	42	466	1	
10	42	978	1	
1	43	737	1	
2	43	477	1	
3	43	656	1	
4	43	549	1	
5	43	659	1	
6	43	868	1	
7	43	804	1	
8	43	1461	1	
9	43	1153	1	
10	43	1315	1	
1	44	1426	1	
2	44	1368	1	
3	44	598	1	
4	44	1444	1	
5	44	846	1	
6	44	213	1	
7	44	707	1	
8	44	865	1	
9	44	1121	1	
10	44	1442	1	
1	45	133	1	
2	45	1342	1	
3	45	1637	1	
4	45	1081	1	
5	45	945	1	
6	45	1457	1	
7	45	203	1	
8	45	1482	1	
9	45	976	1	
10	45	111	1	4.0
1	46	900	1	
2	46	1590	1	
3	46	1295	1	
4	46	1409	1	
5	46	623	1	
6	46	919	1	
7	46	272	1	
8	46	68	1	
9	46	526	1	
10	46	730	1	
1	47	833	1	
2	47	401	1	
3	47	630	1	
4	47	195	1	
5	47	180	1	
6	47	1217	1	
7	47	169	1	
8	47	1570	1	
9	47	321	1	4.0
10	47	818	1	
1	48	1566	1	
2	48	641	1	
3	48	1498	1	
4	48	1267	1	
5	48	235	1	
6	48	697	1	
7	48	929	1	
8	48	925	1	
9	48	580	1	
10	48	1623	1	
1	49	401	1	2.0
2	49	831	1	
3	49	456	1	
4	49	982	1	
5	49	103	1	
6	49	1307	1	
7	49	1682	1	
8	49	1371	1	
9	49	216	1	
10	49	930	1	
1	50	303	1	
2	50	1517	1	
3	50	786	1	
4	50	1408	1	
5	50	71	1	
6	50	1035	1	
7	50	64	1	
8	50	1194	1	
9	50	1566	1	
10	50	643	1	
1	51	1074	1	
2	51	1527	1	
3	51	181	1	5.0
4	51	517	1	
5	51	112	1	
6	51	926	1	
7	51	205	1	
8	51	1353	1	
9	51	1121	1	
10	51	211	1	
1	52	1517	1	
2	52	983	1	
3	52	293	1	
4	52	1066	1	
5	52	178	1	
6	52	1388	1	
7	52	532	1	
8	52	71	1	
9	52	866	1	
10	52	978	1	
1	53	978	1	
2	53	1588	1	
3	53	1030	1	
4	53	420	1	
5	53	872	1	
6	53	964	1	
7	53	1273	1	
8	53	1472	1	
9	53	630	1	
10	53	1445	1	
1	54	1601	1	
2	54	619	1	
3	54	159	1	
4	54	462	1	
5	54	1487	1	
6	54	538	1	
7	54	569	1	
8	54	1052	1	
9	54	855	1	
10	54	1377	1	
1	55	855	1	
2	55	73	1	
3	55	71	1	
4	55	972	1	
5	55	734	1	
6	55	193	1	
7	55	1545	1	
8	55	1494	1	
9	55	142	1	
10	55	1351	1	
1	56	160	1	
2	56	716	1	
3	56	941	1	
4	56	1550	1	
5	56	958	1	
6	56	997	1	
7	56	1668	1	
8	56	697	1	
9	56	1674	1	
10	56	1370	1	
1	57	982	1	
2	57	844	1	2.0
3	57	1176	1	
4	57	1500	1	
5	57	145	1	
6	57	436	1	
7	57	1514	1	
8	57	1225	1	
9	57	1513	1	
10	57	792	1	
1	58	1079	1	
2	58	1421	1	
3	58	657	1	
4	58	48	1	
5	58	198	1	3.0
6	58	576	1	
7	58	1609	1	
8	58	1024	1	
9	58	1356	1	
10	58	1442	1	
1	59	737	1	
2	59	477	1	3.0
3	59	656	1	
4	59	549	1	4.0
5	59	659	1	3.0
6	59	868	1	
7	59	804	1	
8	59	1461	1	
9	59	1153	1	
10	59	1315	1	
1	60	1426	1	
2	60	1368	1	
3	60	598	1	
4	60	1444	1	
5	60	846	1	
6	60	213	1	
7	60	707	1	
8	60	865	1	
9	60	1121	1	3.0
10	60	1442	1	
1	61	28	1	
2	61	929	1	
3	61	959	1	
4	61	616	1	
5	61	793	1	
6	61	885	1	
7	61	167	1	
8	61	383	1	
9	61	20	1	
10	61	144	1	
1	62	900	1	
2	62	1590	1	
3	62	1295	1	
4	62	1409	1	
5	62	623	1	
6	62	919	1	
7	62	272	1	
8	62	68	1	1.0
9	62	526	1	
10	62	730	1	
1	63	833	1	
2	63	401	1	
3	63	630	1	
4	63	195	1	
5	63	180	1	
6	63	1217	1	
7	63	169	1	
8	63	1570	1	
9	63	321	1	3.0
10	63	818	1	
1	64	157	1	4.0
2	64	1019	1	
3	64	191	1	4.0
4	64	1516	1	
5	64	190	1	4.0
6	64	1638	1	
7	64	1569	1	
8	64	757	1	
9	64	596	1	
10	64	1615	1	
1	65	401	1	
2	65	831	1	
3	65	456	1	
4	65	982	1	
5	65	103	1	
6	65	1307	1	
7	65	1682	1	
8	65	1371	1	
9	65	216	1	4.0
10	65	930	1	
1	66	303	1	
2	66	1517	1	
3	66	786	1	
4	66	1408	1	
5	66	71	1	
6	66	1035	1	
7	66	64	1	
8	66	1194	1	
9	66	1566	1	
10	66	643	1	
1	67	1180	1	
2	67	182	1	
3	67	140	1	
4	67	116	1	
5	67	358	1	
6	67	510	1	
7	67	136	1	
8	67	1478	1	
9	67	270	1	
10	67	266	1	
1	68	1517	1	
2	68	983	1	
3	68	293	1	
4	68	1066	1	
5	68	178	1	5.0
6	68	1388	1	
7	68	532	1	
8	68	71	1	
9	68	866	1	
10	68	978	1	
1	69	978	1	
2	69	1588	1	
3	69	1030	1	
4	69	420	1	
5	69	872	1	
6	69	964	1	
7	69	1273	1	
8	69	1472	1	
9	69	630	1	
10	69	1445	1	
1	70	1295	1	
2	70	495	1	
3	70	198	1	
4	70	426	1	
5	70	1240	1	
6	70	1398	1	
7	70	611	1	
8	70	368	1	
9	70	1389	1	
10	70	291	1	
1	71	855	1	
2	71	73	1	
3	71	71	1	
4	71	972	1	
5	71	734	1	
6	71	193	1	
7	71	1545	1	
8	71	1494	1	
9	71	142	1	
10	71	1351	1	
1	72	160	1	
2	72	716	1	
3	72	941	1	
4	72	1550	1	
5	72	958	1	
6	72	997	1	
7	72	1668	1	
8	72	697	1	
9	72	1674	1	
10	72	1370	1	
1	73	1275	1	
2	73	1661	1	
3	73	1553	1	
4	73	446	1	
5	73	428	1	
6	73	1148	1	
7	73	790	1	
8	73	405	1	
9	73	1495	1	
10	73	1484	1	
1	74	1079	1	
2	74	1421	1	
3	74	657	1	
4	74	48	1	
5	74	198	1	
6	74	576	1	
7	74	1609	1	
8	74	1024	1	
9	74	1356	1	
10	74	1442	1	
1	75	737	1	
2	75	477	1	4.0
3	75	656	1	
4	75	549	1	
5	75	659	1	
6	75	868	1	
7	75	804	1	
8	75	1461	1	
9	75	1153	1	
10	75	1315	1	
1	76	733	1	
2	76	688	1	
3	76	784	1	
4	76	1192	1	
5	76	1546	1	
6	76	780	1	
7	76	1433	1	
8	76	839	1	
9	76	1679	1	
10	76	1153	1	2.0
1	77	28	1	5.0
2	77	929	1	
3	77	959	1	
4	77	616	1	
5	77	793	1	
6	77	885	1	
7	77	167	1	
8	77	383	1	
9	77	20	1	
10	77	144	1	3.0
1	78	900	1	
2	78	1590	1	
3	78	1295	1	
4	78	1409	1	
5	78	623	1	
6	78	919	1	
7	78	272	1	
8	78	68	1	
9	78	526	1	
10	78	730	1	
1	79	1580	1	
2	79	917	1	
3	79	1362	1	
4	79	173	1	
5	79	1483	1	
6	79	234	1	
7	79	1232	1	
8	79	1134	1	
9	79	462	1	
10	79	1670	1	
1	80	157	1	
2	80	1019	1	
3	80	191	1	
4	80	1516	1	
5	80	190	1	
6	80	1638	1	
7	80	1569	1	
8	80	757	1	
9	80	596	1	
10	80	1615	1	
1	81	260	1	
2	81	1159	1	
3	81	1486	1	
4	81	1504	1	
5	81	584	1	
6	81	1509	1	
7	81	524	1	
8	81	437	1	
9	81	1326	1	
10	81	1333	1	
1	82	1180	1	
2	82	182	1	
3	82	140	1	3.0
4	82	116	1	
5	82	358	1	
6	82	510	1	
7	82	136	1	
8	82	1478	1	
9	82	270	1	
10	82	266	1	
1	83	401	1	
2	83	831	1	
3	83	456	1	
4	83	982	1	
5	83	103	1	
6	83	1307	1	
7	83	1682	1	
8	83	1371	1	
9	83	216	1	4.0
10	83	930	1	
1	84	643	1	
2	84	103	1	
3	84	782	1	
4	84	1218	1	
5	84	1042	1	
6	84	266	1	
7	84	808	1	
8	84	477	1	4.0
9	84	516	1	
10	84	1083	1	
1	85	1517	1	
2	85	983	1	
3	85	293	1	
4	85	1066	1	
5	85	178	1	
6	85	1388	1	
7	85	532	1	
8	85	71	1	4.0
9	85	866	1	
10	85	978	1	
1	86	1295	1	
2	86	495	1	
3	86	198	1	
4	86	426	1	
5	86	1240	1	
6	86	1398	1	
7	86	611	1	
8	86	368	1	
9	86	1389	1	
10	86	291	1	
1	87	855	1	
2	87	73	1	3.0
3	87	71	1	
4	87	972	1	
5	87	734	1	
6	87	193	1	
7	87	1545	1	
8	87	1494	1	
9	87	142	1	
10	87	1351	1	
1	88	1079	1	
2	88	1421	1	
3	88	657	1	
4	88	48	1	
5	88	198	1	
6	88	576	1	
7	88	1609	1	
8	88	1024	1	
9	88	1356	1	
10	88	1442	1	
1	89	1520	1	
2	89	353	1	
3	89	539	1	
4	89	988	1	
5	89	1108	1	
6	89	1138	1	
7	89	1182	1	
8	89	310	1	
9	89	176	1	
10	89	1038	1	
1	90	28	1	
2	90	929	1	
3	90	959	1	
4	90	616	1	
5	90	793	1	
6	90	885	1	
7	90	167	1	
8	90	383	1	
9	90	20	1	4.0
10	90	144	1	
1	91	1275	1	
2	91	1661	1	
3	91	1553	1	
4	91	446	1	
5	91	428	1	
6	91	1148	1	
7	91	790	1	
8	91	405	1	
9	91	1495	1	
10	91	1484	1	
1	92	626	1	
2	92	102	1	2.0
3	92	1084	1	
4	92	1662	1	
5	92	85	1	3.0
6	92	242	1	
7	92	1569	1	
8	92	1331	1	
9	92	1477	1	
10	92	182	1	4.0
1	93	157	1	
2	93	1019	1	
3	93	191	1	
4	93	1516	1	
5	93	190	1	
6	93	1638	1	
7	93	1569	1	
8	93	757	1	
9	93	596	1	
10	93	1615	1	
1	94	733	1	
2	94	688	1	
3	94	784	1	
4	94	1192	1	
5	94	1546	1	
6	94	780	1	3.0
7	94	1433	1	
8	94	839	1	
9	94	1679	1	
10	94	1153	1	4.0
1	95	1180	1	
2	95	182	1	2.0
3	95	140	1	3.0
4	95	116	1	
5	95	358	1	
6	95	510	1	4.0
7	95	136	1	
8	95	1478	1	
9	95	270	1	
10	95	266	1	
1	96	172	1	
2	96	993	1	
3	96	220	1	
4	96	1466	1	
5	96	1246	1	
6	96	1475	1	
7	96	623	1	
8	96	803	1	
9	96	243	1	
10	96	19	1	
1	97	1580	1	
2	97	917	1	
3	97	1362	1	
4	97	173	1	3.0
5	97	1483	1	
6	97	234	1	
7	97	1232	1	
8	97	1134	1	
9	97	462	1	
10	97	1670	1	
1	98	1295	1	
2	98	495	1	
3	98	198	1	
4	98	426	1	
5	98	1240	1	
6	98	1398	1	
7	98	611	1	
8	98	368	1	
9	98	1389	1	
10	98	291	1	
1	99	260	1	
2	99	1159	1	
3	99	1486	1	
4	99	1504	1	
5	99	584	1	
6	99	1509	1	
7	99	524	1	
8	99	437	1	
9	99	1326	1	
10	99	1333	1	
1	100	1275	1	
2	100	1661	1	
3	100	1553	1	
4	100	446	1	
5	100	428	1	
6	100	1148	1	
7	100	790	1	
8	100	405	1	
9	100	1495	1	
10	100	1484	1	
1	101	1245	1	
2	101	1275	1	
3	101	1598	1	
4	101	1476	1	
5	101	318	1	
6	101	1233	1	
7	101	237	1	5.0
8	101	1637	1	
9	101	366	1	
10	101	920	1	
1	102	643	1	
2	102	103	1	
3	102	782	1	
4	102	1218	1	
5	102	1042	1	
6	102	266	1	
7	102	808	1	
8	102	477	1	
9	102	516	1	
10	102	1083	1	
1	103	733	1	
2	103	688	1	
3	103	784	1	
4	103	1192	1	
5	103	1546	1	
6	103	780	1	
7	103	1433	1	
8	103	839	1	
9	103	1679	1	
10	103	1153	1	
1	104	1520	1	
2	104	353	1	
3	104	539	1	
4	104	988	1	
5	104	1108	1	
6	104	1138	1	
7	104	1182	1	
8	104	310	1	2.0
9	104	176	1	
10	104	1038	1	
1	105	634	1	
2	105	1312	1	
3	105	250	1	
4	105	550	1	
5	105	875	1	
6	105	1457	1	
7	105	233	1	
8	105	1113	1	
9	105	1198	1	
10	105	1387	1	
1	106	1580	1	
2	106	917	1	
3	106	1362	1	
4	106	173	1	
5	106	1483	1	
6	106	234	1	
7	106	1232	1	
8	106	1134	1	
9	106	462	1	
10	106	1670	1	
1	107	626	1	
2	107	102	1	
3	107	1084	1	
4	107	1662	1	
5	107	85	1	
6	107	242	1	
7	107	1569	1	
8	107	1331	1	
9	107	1477	1	
10	107	182	1	
1	108	1016	1	
2	108	310	1	
3	108	1488	1	
4	108	1304	1	
5	108	933	1	
6	108	182	1	
7	108	824	1	
8	108	755	1	
9	108	641	1	
10	108	379	1	
1	109	260	1	
2	109	1159	1	
3	109	1486	1	
4	109	1504	1	
5	109	584	1	2.0
6	109	1509	1	
7	109	524	1	
8	109	437	1	
9	109	1326	1	
10	109	1333	1	
1	110	172	1	
2	110	993	1	
3	110	220	1	
4	110	1466	1	
5	110	1246	1	2.0
6	110	1475	1	
7	110	623	1	
8	110	803	1	
9	110	243	1	
10	110	19	1	
1	111	324	1	
2	111	1463	1	
3	111	454	1	
4	111	269	1	5.0
5	111	1669	1	
6	111	332	1	
7	111	1155	1	
8	111	1008	1	
9	111	1404	1	
10	111	1197	1	
1	112	643	1	
2	112	103	1	
3	112	782	1	
4	112	1218	1	
5	112	1042	1	
6	112	266	1	
7	112	808	1	
8	112	477	1	
9	112	516	1	
10	112	1083	1	
1	113	1245	1	
2	113	1275	1	
3	113	1598	1	
4	113	1476	1	
5	113	318	1	
6	113	1233	1	
7	113	237	1	3.0
8	113	1637	1	
9	113	366	1	
10	113	920	1	
1	114	1399	1	
2	114	114	1	
3	114	830	1	
4	114	404	1	
5	114	1204	1	
6	114	148	1	
7	114	336	1	
8	114	1318	1	
9	114	464	1	
10	114	1447	1	
1	115	1520	1	
2	115	353	1	
3	115	539	1	
4	115	988	1	
5	115	1108	1	
6	115	1138	1	
7	115	1182	1	
8	115	310	1	3.0
9	115	176	1	5.0
10	115	1038	1	
1	116	634	1	
2	116	1312	1	
3	116	250	1	4.0
4	116	550	1	
5	116	875	1	
6	116	1457	1	
7	116	233	1	
8	116	1113	1	
9	116	1198	1	
10	116	1387	1	
1	117	343	1	
2	117	29	1	
3	117	1248	1	
4	117	759	1	
5	117	357	1	
6	117	206	1	
7	117	1062	1	
8	117	384	1	
9	117	1434	1	
10	117	960	1	
1	118	626	1	
2	118	102	1	
3	118	1084	1	
4	118	1662	1	
5	118	85	1	
6	118	242	1	
7	118	1569	1	
8	118	1331	1	
9	118	1477	1	
10	118	182	1	
1	119	419	1	
2	119	93	1	4.0
3	119	1191	1	
4	119	245	1	4.0
5	119	570	1	
6	119	846	1	
7	119	229	1	
8	119	764	1	
9	119	315	1	5.0
10	119	1331	1	
1	120	1016	1	
2	120	310	1	
3	120	1488	1	
4	120	1304	1	
5	120	933	1	
6	120	182	1	
7	120	824	1	
8	120	755	1	
9	120	641	1	
10	120	379	1	
1	121	172	1	5.0
2	121	993	1	
3	121	220	1	
4	121	1466	1	
5	121	1246	1	
6	121	1475	1	
7	121	623	1	
8	121	803	1	
9	121	243	1	
10	121	19	1	
1	122	1305	1	
2	122	354	1	
3	122	204	1	
4	122	1285	1	
5	122	507	1	
6	122	1661	1	
7	122	1505	1	
8	122	1161	1	
9	122	1040	1	
10	122	904	1	
1	123	324	1	
2	123	1463	1	
3	123	454	1	
4	123	269	1	
5	123	1669	1	
6	123	332	1	
7	123	1155	1	
8	123	1008	1	
9	123	1404	1	
10	123	1197	1	
1	124	1245	1	
2	124	1275	1	
3	124	1598	1	
4	124	1476	1	
5	124	318	1	
6	124	1233	1	
7	124	237	1	
8	124	1637	1	
9	124	366	1	
10	124	920	1	
1	125	1540	1	
2	125	1168	1	
3	125	253	1	
4	125	713	1	
5	125	388	1	2.0
6	125	359	1	
7	125	729	1	
8	125	53	1	
9	125	927	1	
10	125	1234	1	
1	126	1399	1	
2	126	114	1	
3	126	830	1	
4	126	404	1	
5	126	1204	1	
6	126	148	1	
7	126	336	1	
8	126	1318	1	
9	126	464	1	
10	126	1447	1	
1	127	634	1	
2	127	1312	1	
3	127	250	1	
4	127	550	1	
5	127	875	1	
6	127	1457	1	
7	127	233	1	
8	127	1113	1	
9	127	1198	1	
10	127	1387	1	
1	128	1046	1	
2	128	1403	1	
3	128	643	1	
4	128	649	1	
5	128	455	1	
6	128	193	1	3.0
7	128	9	1	
8	128	210	1	4.0
9	128	869	1	3.0
10	128	559	1	
1	129	343	1	
2	129	29	1	
3	129	1248	1	
4	129	759	1	
5	129	357	1	
6	129	206	1	
7	129	1062	1	
8	129	384	1	
9	129	1434	1	
10	129	960	1	
1	130	1016	1	4.0
2	130	310	1	
3	130	1488	1	
4	130	1304	1	
5	130	933	1	
6	130	182	1	
7	130	824	1	3.0
8	130	755	1	
9	130	641	1	
10	130	379	1	4.0
1	131	1395	1	
2	131	1312	1	
3	131	1250	1	
4	131	50	1	
5	131	1224	1	
6	131	941	1	
7	131	427	1	
8	131	262	1	
9	131	475	1	
10	131	224	1	
1	132	419	1	
2	132	93	1	
3	132	1191	1	
4	132	245	1	
5	132	570	1	
6	132	846	1	
7	132	229	1	
8	132	764	1	
9	132	315	1	
10	132	1331	1	
1	133	324	1	
2	133	1463	1	
3	133	454	1	
4	133	269	1	4.0
5	133	1669	1	
6	133	332	1	
7	133	1155	1	
8	133	1008	1	
9	133	1404	1	
10	133	1197	1	
1	134	1068	1	
2	134	637	1	
3	134	1075	1	
4	134	199	1	
5	134	638	1	
6	134	151	1	
7	134	961	1	
8	134	1030	1	
9	134	1080	1	
10	134	607	1	
1	135	1305	1	
2	135	354	1	
3	135	204	1	
4	135	1285	1	
5	135	507	1	
6	135	1661	1	
7	135	1505	1	
8	135	1161	1	
9	135	1040	1	
10	135	904	1	
1	136	1399	1	
2	136	114	1	
3	136	830	1	
4	136	404	1	
5	136	1204	1	
6	136	148	1	
7	136	336	1	
8	136	1318	1	
9	136	464	1	
10	136	1447	1	
1	137	119	1	
2	137	1067	1	
3	137	304	1	
4	137	1523	1	
5	137	1287	1	
6	137	652	1	
7	137	968	1	
8	137	216	1	
9	137	321	1	
10	137	673	1	
1	138	1540	1	
2	138	1168	1	
3	138	253	1	
4	138	713	1	
5	138	388	1	
6	138	359	1	
7	138	729	1	
8	138	53	1	
9	138	927	1	
10	138	1234	1	
1	139	343	1	
2	139	29	1	
3	139	1248	1	
4	139	759	1	
5	139	357	1	
6	139	206	1	
7	139	1062	1	
8	139	384	1	
9	139	1434	1	
10	139	960	1	
1	140	287	1	
2	140	243	1	
3	140	1466	1	
4	140	1491	1	
5	140	1109	1	
6	140	1015	1	
7	140	1499	1	
8	140	1232	1	
9	140	706	1	
10	140	1011	1	
1	141	1046	1	
2	141	1403	1	
3	141	643	1	
4	141	649	1	
5	141	455	1	
6	141	193	1	
7	141	9	1	
8	141	210	1	
9	141	869	1	
10	141	559	1	
1	142	419	1	
2	142	93	1	
3	142	1191	1	
4	142	245	1	
5	142	570	1	
6	142	846	1	
7	142	229	1	
8	142	764	1	
9	142	315	1	3.0
10	142	1331	1	
1	143	402	1	
2	143	1437	1	
3	143	1292	1	
4	143	593	1	
5	143	1224	1	
6	143	473	1	
7	143	89	1	
8	143	474	1	
9	143	1214	1	
10	143	1008	1	
1	144	1395	1	
2	144	1312	1	
3	144	1250	1	
4	144	50	1	5.0
5	144	1224	1	
6	144	941	1	
7	144	427	1	
8	144	262	1	3.0
9	144	475	1	1.0
10	144	224	1	
1	145	1305	1	
2	145	354	1	4.0
3	145	204	1	
4	145	1285	1	
5	145	507	1	
6	145	1661	1	
7	145	1505	1	
8	145	1161	1	
9	145	1040	1	1.0
10	145	904	1	
1	146	757	1	
2	146	990	1	
3	146	914	1	
4	146	530	1	
5	146	10	1	
6	146	1276	1	
7	146	1164	1	
8	146	1672	1	
9	146	337	1	
10	146	1604	1	
1	147	1068	1	
