rank	user	item	score	rating
2	68	1553	1	
3	68	8	1	
4	68	1482	1	
5	68	1189	1	
6	68	1395	1	
7	68	228	1	
8	68	1132	1	
9	68	1273	1	
10	68	1409	1	
1	69	633	1	
2	69	1453	1	
3	69	445	1	
4	69	678	1	
5	69	1246	1	
6	69	567	1	
7	69	183	1	
8	69	420	1	
9	69	555	1	
10	69	158	1	
1	70	28	1	4.0
2	70	705	1	
3	70	175	1	3.0
4	70	356	1	
5	70	1040	1	
6	70	527	1	4.0
7	70	942	1	
8	70	1308	1	
9	70	822	1	
10	70	547	1	
1	71	1302	1	
2	71	1413	1	
3	71	750	1	
4	71	1529	1	
5	71	1236	1	
6	71	809	1	
7	71	1368	1	
8	71	677	1	
9	71	263	1	
10	71	166	1	
1	72	1130	1	
2	72	263	1	
3	72	1581	1	
4	72	1347	1	
5	72	827	1	
6	72	791	1	
7	72	169	1	
8	72	1079	1	
9	72	466	1	4.0
10	72	1162	1	
1	73	764	1	
2	73	1553	1	
3	73	8	1	
4	73	1482	1	
5	73	1189	1	
6	73	1395	1	
7	73	228	1	
8	73	1132	1	
9	73	1273	1	
10	73	1409	1	
1	74	968	1	
2	74	355	1	
3	74	446	1	
4	74	279	1	
5	74	1470	1	
6	74	1356	1	
7	74	237	1	4.0
8	74	1205	1	
9	74	857	1	
10	74	1195	1	
1	75	706	1	
2	75	1488	1	
3	75	806	1	
4	75	1576	1	
5	75	677	1	
6	75	463	1	
7	75	1609	1	
8	75	572	1	
9	75	1437	1	
10	75	1623	1	
1	76	1302	1	
2	76	1413	1	
3	76	750	1	
4	76	1529	1	
5	76	1236	1	
6	76	809	1	
7	76	1368	1	
8	76	677	1	
9	76	263	1	
10	76	166	1	
1	77	1044	1	
2	77	270	1	
3	77	1594	1	
4	77	23	1	4.0
5	77	1228	1	
6	77	821	1	
7	77	1551	1	
8	77	237	1	
9	77	562	1	
10	77	1258	1	
1	78	28	1	
2	78	705	1	
3	78	175	1	
4	78	356	1	
5	78	1040	1	
6	78	527	1	
7	78	942	1	
8	78	1308	1	
9	78	822	1	
10	78	547	1	
1	79	968	1	
2	79	355	1	
3	79	446	1	
4	79	279	1	
5	79	1470	1	
6	79	1356	1	
7	79	237	1	
8	79	1205	1	
9	79	857	1	
10	79	1195	1	
1	80	987	1	
2	80	1225	1	
3	80	425	1	
4	80	1468	1	
5	80	53	1	
6	80	506	1	
7	80	884	1	
8	80	94	1	
9	80	174	1	
10	80	1280	1	
1	81	764	1	
2	81	1553	1	
3	81	8	1	
4	81	1482	1	
5	81	1189	1	
6	81	1395	1	
7	81	228	1	
8	81	1132	1	
9	81	1273	1	
10	81	1409	1	
1	82	1044	1	
2	82	270	1	
3	82	1594	1	
4	82	23	1	
5	82	1228	1	
6	82	821	1	
7	82	1551	1	
8	82	237	1	3.0
9	82	562	1	
10	82	1258	1	
1	83	469	1	
2	83	180	1	
3	83	830	1	
4	83	151	1	3.0
5	83	1189	1	
6	83	210	1	5.0
7	83	435	1	
8	83	72	1	
9	83	1467	1	
10	83	1150	1	
1	84	1302	1	
2	84	1413	1	
3	84	750	1	
4	84	1529	1	
5	84	1236	1	
6	84	809	1	
7	84	1368	1	
8	84	677	1	
9	84	263	1	
10	84	166	1	
1	85	987	1	
2	85	1225	1	
3	85	425	1	4.0
4	85	1468	1	
5	85	53	1	3.0
6	85	506	1	4.0
7	85	884	1	
8	85	94	1	3.0
9	85	174	1	4.0
10	85	1280	1	
1	86	126	1	
2	86	660	1	
3	86	1157	1	
4	86	147	1	
5	86	863	1	
6	86	338	1	1.0
7	86	1341	1	
8	86	1490	1	
9	86	894	1	
10	86	1291	1	
1	87	968	1	
2	87	355	1	
3	87	446	1	
4	87	279	1	
5	87	1470	1	
6	87	1356	1	
7	87	237	1	
8	87	1205	1	
9	87	857	1	
10	87	1195	1	
1	88	469	1	
2	88	180	1	
3	88	830	1	
4	88	151	1	
5	88	1189	1	
6	88	210	1	
7	88	435	1	
8	88	72	1	
9	88	1467	1	
10	88	1150	1	
1	89	374	1	
2	89	1142	1	
3	89	550	1	
4	89	107	1	5.0
5	89	1194	1	
6	89	961	1	
7	89	446	1	
8	89	1250	1	
9	89	154	1	
10	89	925	1	
1	90	1044	1	
2	90	270	1	4.0
3	90	1594	1	
4	90	23	1	5.0
5	90	1228	1	
6	90	821	1	3.0
7	90	1551	1	
8	90	237	1	4.0
9	90	562	1	
10	90	1258	1	
1	91	126	1	
2	91	660	1	
3	91	1157	1	
4	91	147	1	
5	91	863	1	
6	91	338	1	4.0
7	91	1341	1	
8	91	1490	1	
9	91	894	1	
10	91	1291	1	
1	92	508	1	5.0
2	92	1606	1	
3	92	525	1	
4	92	86	1	
5	92	811	1	
6	92	533	1	
7	92	1316	1	
8	92	335	1	
9	92	665	1	3.0
10	92	453	1	1.0
1	93	987	1	
2	93	1225	1	
3	93	425	1	
4	93	1468	1	
5	93	53	1	
6	93	506	1	
7	93	884	1	
8	93	94	1	
9	93	174	1	
10	93	1280	1	
1	94	374	1	
2	94	1142	1	
3	94	550	1	1.0
4	94	107	1	
5	94	1194	1	
6	94	961	1	4.0
7	94	446	1	
8	94	1250	1	
9	94	154	1	5.0
10	94	925	1	
1	95	372	1	
2	95	344	1	
3	95	1550	1	
4	95	1385	1	
5	95	1594	1	
6	95	925	1	
7	95	1436	1	
8	95	1101	1	2.0
9	95	1071	1	
10	95	805	1	
1	96	469	1	
2	96	180	1	
3	96	830	1	
4	96	151	1	
5	96	1189	1	
6	96	210	1	
7	96	435	1	3.0
8	96	72	1	
9	96	1467	1	
10	96	1150	1	
1	97	508	1	
2	97	1606	1	
3	97	525	1	
4	97	86	1	
5	97	811	1	
6	97	533	1	
7	97	1316	1	
8	97	335	1	
9	97	665	1	
10	97	453	1	
1	98	821	1	
2	98	873	1	
3	98	1566	1	
4	98	5	1	
5	98	249	1	
6	98	676	1	
7	98	734	1	
8	98	648	1	
9	98	1479	1	
10	98	329	1	
1	99	126	1	
2	99	660	1	
3	99	1157	1	
4	99	147	1	5.0
5	99	863	1	
6	99	338	1	4.0
7	99	1341	1	
8	99	1490	1	
9	99	894	1	
10	99	1291	1	
1	100	372	1	
2	100	344	1	4.0
3	100	1550	1	
4	100	1385	1	
5	100	1594	1	
6	100	925	1	
7	100	1436	1	
8	100	1101	1	
9	100	1071	1	
10	100	805	1	
1	101	520	1	
2	101	98	1	
3	101	99	1	
4	101	1012	1	
5	101	449	1	
6	101	457	1	
7	101	980	1	
8	101	168	1	
9	101	1437	1	
10	101	120	1	
1	102	374	1	
2	102	1142	1	
3	102	550	1	2.0
4	102	107	1	
5	102	1194	1	
6	102	961	1	
7	102	446	1	
8	102	1250	1	
9	102	154	1	3.0
10	102	925	1	
1	103	821	1	
2	103	873	1	
3	103	1566	1	
4	103	5	1	
5	103	249	1	
6	103	676	1	
7	103	734	1	
8	103	648	1	
9	103	1479	1	
10	103	329	1	
1	104	1586	1	
2	104	1221	1	
3	104	534	1	2.0
4	104	1676	1	
5	104	36	1	
6	104	1631	1	
7	104	35	1	
8	104	33	1	
9	104	323	1	
10	104	657	1	
1	105	508	1	
2	105	1606	1	
3	105	525	1	
4	105	86	1	
5	105	811	1	
6	105	533	1	
7	105	1316	1	
8	105	335	1	
9	105	665	1	
10	105	453	1	
1	106	520	1	
2	106	98	1	
3	106	99	1	
4	106	1012	1	
5	106	449	1	
6	106	457	1	
7	106	980	1	
8	106	168	1	
9	106	1437	1	
10	106	120	1	
1	107	243	1	
2	107	1383	1	
3	107	1316	1	
4	107	1154	1	
5	107	184	1	
6	107	244	1	
7	107	1429	1	
8	107	1566	1	
9	107	76	1	
10	107	1509	1	
1	108	372	1	
2	108	344	1	
3	108	1550	1	
4	108	1385	1	
5	108	1594	1	
6	108	925	1	
7	108	1436	1	
8	108	1101	1	
9	108	1071	1	
10	108	805	1	
1	109	1586	1	
2	109	1221	1	
3	109	534	1	
4	109	1676	1	
5	109	36	1	
6	109	1631	1	
7	109	35	1	
8	109	33	1	
9	109	323	1	3.0
10	109	657	1	
1	110	891	1	
2	110	1024	1	
3	110	970	1	
4	110	1456	1	
5	110	641	1	
6	110	992	1	
7	110	1539	1	
8	110	431	1	
9	110	211	1	
10	110	272	1	4.0
1	111	821	1	
2	111	873	1	
3	111	1566	1	
4	111	5	1	
5	111	249	1	
6	111	676	1	
7	111	734	1	
8	111	648	1	
9	111	1479	1	
10	111	329	1	
1	112	243	1	
2	112	1383	1	
3	112	1316	1	
4	112	1154	1	
5	112	184	1	
6	112	244	1	
7	112	1429	1	
8	112	1566	1	
9	112	76	1	
10	112	1509	1	
1	113	1521	1	
2	113	295	1	
3	113	1336	1	
4	113	1317	1	
5	113	165	1	
6	113	377	1	
7	113	251	1	
8	113	1435	1	
9	113	1189	1	
10	113	324	1	2.0
1	114	520	1	3.0
2	114	98	1	4.0
3	114	99	1	
4	114	1012	1	
5	114	449	1	
6	114	457	1	
7	114	980	1	
8	114	168	1	3.0
9	114	1437	1	
10	114	120	1	
1	115	891	1	
2	115	1024	1	
3	115	970	1	
4	115	1456	1	
5	115	641	1	
6	115	992	1	
7	115	1539	1	
8	115	431	1	4.0
9	115	211	1	
10	115	272	1	
1	116	1398	1	
2	116	835	1	
3	116	515	1	4.0
4	116	1028	1	
5	116	1190	1	
6	116	843	1	
7	116	841	1	
8	116	1646	1	
9	116	639	1	
10	116	659	1	
1	117	1586	1	
2	117	1221	1	
3	117	534	1	
4	117	1676	1	
5	117	36	1	
6	117	1631	1	
7	117	35	1	
8	117	33	1	4.0
9	117	323	1	
10	117	657	1	
1	118	1521	1	
2	118	295	1	
3	118	1336	1	
4	118	1317	1	
5	118	165	1	
6	118	377	1	
7	118	251	1	
8	118	1435	1	
9	118	1189	1	
10	118	324	1	4.0
1	119	357	1	
2	119	1216	1	
3	119	330	1	
4	119	455	1	4.0
5	119	407	1	3.0
6	119	172	1	4.0
7	119	1369	1	
8	119	1154	1	
9	119	1596	1	
10	119	476	1	
1	120	243	1	
2	120	1383	1	
3	120	1316	1	
4	120	1154	1	
5	120	184	1	
6	120	244	1	
7	120	1429	1	
8	120	1566	1	
9	120	76	1	
10	120	1509	1	
1	121	1398	1	
2	121	835	1	
3	121	515	1	4.0
4	121	1028	1	
5	121	1190	1	
6	121	843	1	
7	121	841	1	
8	121	1646	1	
9	121	639	1	
10	121	659	1	
1	122	1535	1	
2	122	945	1	
3	122	1674	1	
4	122	815	1	
5	122	412	1	
6	122	605	1	
7	122	423	1	4.0
8	122	1651	1	
9	122	1598	1	
10	122	1404	1	
1	123	891	1	
2	123	1024	1	
3	123	970	1	
4	123	1456	1	
5	123	641	1	
6	123	992	1	
7	123	1539	1	
8	123	431	1	
9	123	211	1	
10	123	272	1	
1	124	357	1	
2	124	1216	1	
3	124	330	1	
4	124	455	1	
5	124	407	1	
6	124	172	1	3.0
7	124	1369	1	
8	124	1154	1	
9	124	1596	1	
10	124	476	1	
1	125	526	1	
2	125	1665	1	
3	125	1083	1	
4	125	1303	1	
5	125	59	1	
6	125	943	1	
7	125	262	1	
8	125	1027	1	
9	125	48	1	
10	125	347	1	
1	126	1521	1	
2	126	295	1	
3	126	1336	1	
4	126	1317	1	
5	126	165	1	
6	126	377	1	
7	126	251	1	
8	126	1435	1	
9	126	1189	1	
10	126	324	1	
1	127	1535	1	
2	127	945	1	
3	127	1674	1	
4	127	815	1	
5	127	412	1	
6	127	605	1	
7	127	423	1	
8	127	1651	1	
9	127	1598	1	
10	127	1404	1	
1	128	1308	1	
2	128	259	1	
3	128	1279	1	
4	128	62	1	
5	128	959	1	
6	128	489	1	
7	128	678	1	
8	128	796	1	
9	128	1078	1	
10	128	1370	1	
1	129	1398	1	
2	129	835	1	
3	129	515	1	
4	129	1028	1	
5	129	1190	1	
6	129	843	1	
7	129	841	1	
8	129	1646	1	
9	129	639	1	
10	129	659	1	
1	130	526	1	
2	130	1665	1	
3	130	1083	1	
4	130	1303	1	
5	130	59	1	
6	130	943	1	
7	130	262	1	3.0
8	130	1027	1	
9	130	48	1	
10	130	347	1	4.0
1	131	810	1	
2	131	883	1	
3	131	148	1	
4	131	885	1	
5	131	1096	1	
6	131	827	1	
7	131	105	1	
8	131	1125	1	
9	131	1285	1	
10	131	426	1	
1	132	357	1	
2	132	1216	1	
3	132	330	1	
4	132	455	1	
5	132	407	1	
6	132	172	1	
7	132	1369	1	
8	132	1154	1	3.0
9	132	1596	1	
10	132	476	1	
1	133	1308	1	
2	133	259	1	
3	133	1279	1	
4	133	62	1	
5	133	959	1	
6	133	489	1	
7	133	678	1	
8	133	796	1	
9	133	1078	1	
10	133	1370	1	
1	134	801	1	
2	134	1626	1	
3	134	405	1	
4	134	1291	1	
5	134	715	1	
6	134	1664	1	
7	134	1245	1	
8	134	1646	1	
9	134	1147	1	
10	134	738	1	
1	135	1535	1	
2	135	945	1	
3	135	1674	1	
4	135	815	1	
5	135	412	1	
6	135	605	1	
7	135	423	1	
8	135	1651	1	
9	135	1598	1	
10	135	1404	1	
1	136	810	1	
2	136	883	1	
3	136	148	1	
4	136	885	1	
5	136	1096	1	
6	136	827	1	
7	136	105	1	
8	136	1125	1	
9	136	1285	1	
10	136	426	1	
1	137	1589	1	
2	137	1226	1	
3	137	1631	1	
4	137	1264	1	
5	137	195	1	5.0
6	137	1156	1	
7	137	1487	1	
8	137	1285	1	
9	137	1297	1	
10	137	820	1	
1	138	526	1	
2	138	1665	1	
3	138	1083	1	
4	138	1303	1	
5	138	59	1	
6	138	943	1	
7	138	262	1	
8	138	1027	1	
9	138	48	1	
10	138	347	1	
1	139	801	1	
2	139	1626	1	
3	139	405	1	
4	139	1291	1	
5	139	715	1	
6	139	1664	1	
7	139	1245	1	
8	139	1646	1	
9	139	1147	1	
10	139	738	1	
1	140	623	1	
2	140	568	1	
3	140	854	1	
4	140	1293	1	
5	140	690	1	
6	140	1157	1	
7	140	412	1	
8	140	1545	1	
9	140	579	1	
10	140	904	1	
1	141	1308	1	
2	141	259	1	1.0
3	141	1279	1	
4	141	62	1	
5	141	959	1	
6	141	489	1	
7	141	678	1	4.0
8	141	796	1	
9	141	1078	1	
10	141	1370	1	
1	142	1589	1	
2	142	1226	1	
3	142	1631	1	
4	142	1264	1	
5	142	195	1	
6	142	1156	1	
7	142	1487	1	
8	142	1285	1	
9	142	1297	1	
10	142	820	1	
1	143	144	1	
2	143	146	1	
3	143	105	1	
4	143	1200	1	
5	143	1178	1	
6	143	1162	1	
7	143	734	1	
8	143	480	1	
9	143	1644	1	
10	143	1637	1	
1	144	810	1	
2	144	883	1	
3	144	148	1	
4	144	885	1	
5	144	1096	1	
6	144	827	1	
7	144	105	1	2.0
8	144	1125	1	
9	144	1285	1	3.0
10	144	426	1	
1	145	623	1	
2	145	568	1	
3	145	854	1	
4	145	1293	1	
5	145	690	1	4.0
6	145	1157	1	
7	145	412	1	4.0
8	145	1545	1	
9	145	579	1	
10	145	904	1	
1	146	1064	1	
2	146	1399	1	
3	146	1418	1	
4	146	280	1	
5	146	362	1	
6	146	89	1	
