rank	user	item	score	rating
2	32	286	0.978725	
3	32	1	0.9643	
4	32	174	0.95985	
5	32	121	0.9555	
6	32	300	0.9512375	
7	32	127	0.94705	
8	32	98	0.9429875	
9	32	56	0.9351625	
10	32	237	0.9313	
1	33	50	1.0	
2	33	181	0.99405	
3	33	258	0.9887875	4.0
4	33	100	0.98375	
5	33	286	0.978725	
6	33	294	0.9738625	3.0
7	33	1	0.9643	
8	33	174	0.95985	
9	33	121	0.9555	
10	33	127	0.94705	
1	34	50	1.0	
2	34	181	0.99405	
3	34	258	0.9887875	
4	34	100	0.98375	
5	34	288	0.9690375	2.0
6	34	1	0.9643	
7	34	174	0.95985	
8	34	121	0.9555	
9	34	300	0.9512375	
10	34	127	0.94705	
1	35	50	1.0	
2	35	181	0.99405	
3	35	100	0.98375	
4	35	286	0.978725	
5	35	294	0.9738625	
6	35	288	0.9690375	
7	35	1	0.9643	
8	35	174	0.95985	
9	35	121	0.9555	
10	35	127	0.94705	
1	36	50	1.0	
2	36	181	0.99405	
3	36	258	0.9887875	
4	36	100	0.98375	
5	36	286	0.978725	
6	36	294	0.9738625	
7	36	1	0.9643	
8	36	174	0.95985	
9	36	121	0.9555	
10	36	300	0.9512375	
1	37	181	0.99405	
2	37	258	0.9887875	
3	37	100	0.98375	
4	37	286	0.978725	
5	37	294	0.9738625	
6	37	1	0.9643	
7	37	174	0.95985	5.0
8	37	121	0.9555	2.0
9	37	300	0.9512375	
10	37	98	0.9429875	
1	38	50	1.0	
2	38	181	0.99405	
3	38	258	0.9887875	
4	38	100	0.98375	
5	38	286	0.978725	
6	38	1	0.9643	5.0
7	38	174	0.95985	
8	38	121	0.9555	
9	38	300	0.9512375	
10	38	127	0.94705	2.0
1	39	50	1.0	
2	39	181	0.99405	
3	39	258	0.9887875	4.0
4	39	100	0.98375	
5	39	286	0.978725	
6	39	1	0.9643	
7	39	174	0.95985	
8	39	121	0.9555	
9	39	127	0.94705	
10	39	98	0.9429875	
1	40	50	1.0	
2	40	181	0.99405	
3	40	100	0.98375	
4	40	288	0.9690375	
5	40	1	0.9643	
6	40	174	0.95985	
7	40	121	0.9555	
8	40	127	0.94705	
9	40	98	0.9429875	
10	40	7	0.93905	
1	41	258	0.9887875	
2	41	294	0.9738625	
3	41	288	0.9690375	
4	41	174	0.95985	4.0
5	41	121	0.9555	
6	41	300	0.9512375	
7	41	127	0.94705	
8	41	98	0.9429875	4.0
9	41	7	0.93905	
10	41	237	0.9313	
1	42	181	0.99405	5.0
2	42	258	0.9887875	
3	42	100	0.98375	
4	42	286	0.978725	
5	42	294	0.9738625	4.0
6	42	288	0.9690375	
7	42	300	0.9512375	
8	42	127	0.94705	
9	42	7	0.93905	
10	42	56	0.9351625	
1	43	286	0.978725	4.0
2	43	294	0.9738625	5.0
3	43	288	0.9690375	
4	43	7	0.93905	4.0
5	43	405	0.9163375	4.0
6	43	168	0.9024	4.0
7	43	151	0.8990875	4.0
8	43	748	0.889325	
9	43	22	0.883	
10	43	328	0.8799625	4.0
1	44	50	1.0	5.0
2	44	258	0.9887875	4.0
3	44	100	0.98375	5.0
4	44	286	0.978725	
5	44	288	0.9690375	
6	44	1	0.9643	4.0
7	44	300	0.9512375	
8	44	127	0.94705	
9	44	117	0.9274625	
10	44	222	0.92365	4.0
1	45	258	0.9887875	
2	45	286	0.978725	
3	45	294	0.9738625	
4	45	1	0.9643	5.0
5	45	174	0.95985	
6	45	300	0.9512375	
7	45	98	0.9429875	
8	45	7	0.93905	3.0
9	45	56	0.9351625	
10	45	117	0.9274625	
1	46	258	0.9887875	
2	46	1	0.9643	
3	46	174	0.95985	
4	46	121	0.9555	
5	46	98	0.9429875	
6	46	56	0.9351625	
7	46	237	0.9313	
8	46	117	0.9274625	
9	46	222	0.92365	
10	46	172	0.9199625	
1	47	50	1.0	
2	47	181	0.99405	
3	47	100	0.98375	
4	47	294	0.9738625	
5	47	1	0.9643	
6	47	174	0.95985	
7	47	121	0.9555	
8	47	300	0.9512375	
9	47	127	0.94705	
10	47	98	0.9429875	
1	48	258	0.9887875	
2	48	100	0.98375	
3	48	288	0.9690375	
4	48	1	0.9643	
5	48	121	0.9555	
6	48	300	0.9512375	
7	48	127	0.94705	
8	48	7	0.93905	
9	48	237	0.9313	
10	48	117	0.9274625	
1	49	258	0.9887875	2.0
2	49	286	0.978725	
3	49	288	0.9690375	
4	49	127	0.94705	
5	49	237	0.9313	
6	49	222	0.92365	
7	49	405	0.9163375	
8	49	313	0.9091875	3.0
9	49	79	0.9057875	
10	49	210	0.8957875	
1	50	50	1.0	
2	50	181	0.99405	
3	50	258	0.9887875	
4	50	100	0.98375	2.0
5	50	294	0.9738625	
6	50	288	0.9690375	4.0
7	50	1	0.9643	
8	50	174	0.95985	
9	50	121	0.9555	
10	50	300	0.9512375	
1	51	181	0.99405	5.0
2	51	258	0.9887875	
3	51	100	0.98375	
4	51	286	0.978725	
5	51	294	0.9738625	
6	51	288	0.9690375	
7	51	1	0.9643	
8	51	174	0.95985	
9	51	121	0.9555	
10	51	300	0.9512375	
1	52	50	1.0	
2	52	181	0.99405	
3	52	286	0.978725	
4	52	294	0.9738625	
5	52	1	0.9643	
6	52	174	0.95985	
7	52	300	0.9512375	
8	52	127	0.94705	
9	52	98	0.9429875	
10	52	56	0.9351625	
1	53	286	0.978725	
2	53	294	0.9738625	
3	53	288	0.9690375	
4	53	1	0.9643	
5	53	174	0.95985	5.0
6	53	300	0.9512375	
7	53	127	0.94705	
8	53	98	0.9429875	
9	53	7	0.93905	3.0
10	53	56	0.9351625	
1	54	286	0.978725	
2	54	294	0.9738625	
3	54	288	0.9690375	4.0
4	54	174	0.95985	
5	54	300	0.9512375	
6	54	127	0.94705	4.0
7	54	98	0.9429875	
8	54	56	0.9351625	
9	54	222	0.92365	
10	54	172	0.9199625	
1	55	50	1.0	4.0
2	55	258	0.9887875	
3	55	100	0.98375	
4	55	286	0.978725	
5	55	294	0.9738625	
6	55	288	0.9690375	
7	55	1	0.9643	
8	55	300	0.9512375	
9	55	127	0.94705	
10	55	98	0.9429875	
1	56	100	0.98375	
2	56	286	0.978725	
3	56	288	0.9690375	
4	56	300	0.9512375	4.0
5	56	127	0.94705	
6	56	405	0.9163375	4.0
7	56	313	0.9091875	
8	56	168	0.9024	2.0
9	56	328	0.8799625	
10	56	269	0.8769625	
1	57	286	0.978725	
2	57	294	0.9738625	4.0
3	57	1	0.9643	5.0
4	57	174	0.95985	
5	57	300	0.9512375	
6	57	127	0.94705	
7	57	98	0.9429875	
8	57	237	0.9313	4.0
9	57	172	0.9199625	
10	57	313	0.9091875	
1	58	50	1.0	4.0
2	58	258	0.9887875	
3	58	286	0.978725	
4	58	294	0.9738625	
5	58	288	0.9690375	
6	58	300	0.9512375	4.0
7	58	117	0.9274625	
8	58	405	0.9163375	2.0
9	58	79	0.9057875	
10	58	151	0.8990875	3.0
1	59	50	1.0	5.0
2	59	100	0.98375	5.0
3	59	294	0.9738625	
4	59	121	0.9555	4.0
5	59	300	0.9512375	
6	59	56	0.9351625	5.0
7	59	237	0.9313	3.0
8	59	117	0.9274625	
9	59	222	0.92365	
10	59	172	0.9199625	5.0
1	60	258	0.9887875	
2	60	100	0.98375	
3	60	294	0.9738625	
4	60	288	0.9690375	
5	60	1	0.9643	
6	60	174	0.95985	4.0
7	60	300	0.9512375	
8	60	127	0.94705	
9	60	98	0.9429875	4.0
10	60	237	0.9313	4.0
1	61	50	1.0	
2	61	181	0.99405	
3	61	100	0.98375	
4	61	286	0.978725	
5	61	288	0.9690375	
6	61	1	0.9643	
7	61	174	0.95985	
8	61	121	0.9555	
9	61	127	0.94705	
10	61	98	0.9429875	
1	62	258	0.9887875	5.0
2	62	286	0.978725	3.0
3	62	294	0.9738625	1.0
4	62	174	0.95985	4.0
5	62	300	0.9512375	
6	62	127	0.94705	4.0
7	62	313	0.9091875	
8	62	79	0.9057875	
9	62	748	0.889325	
10	62	269	0.8769625	
1	63	258	0.9887875	3.0
2	63	174	0.95985	
3	63	121	0.9555	1.0
4	63	127	0.94705	
5	63	98	0.9429875	
6	63	7	0.93905	
7	63	56	0.9351625	
8	63	117	0.9274625	
9	63	172	0.9199625	
10	63	204	0.9127625	
1	64	286	0.978725	
2	64	294	0.9738625	
3	64	288	0.9690375	4.0
4	64	98	0.9429875	4.0
5	64	117	0.9274625	
6	64	222	0.92365	4.0
7	64	204	0.9127625	
8	64	313	0.9091875	4.0
9	64	79	0.9057875	4.0
10	64	328	0.8799625	
1	65	181	0.99405	
2	65	100	0.98375	3.0
3	65	286	0.978725	
4	65	294	0.9738625	4.0
5	65	288	0.9690375	
6	65	174	0.95985	
7	65	300	0.9512375	
8	65	127	0.94705	
9	65	56	0.9351625	3.0
10	65	117	0.9274625	
1	66	181	0.99405	5.0
2	66	100	0.98375	
3	66	294	0.9738625	4.0
4	66	174	0.95985	
5	66	300	0.9512375	5.0
6	66	98	0.9429875	
7	66	56	0.9351625	
8	66	117	0.9274625	3.0
9	66	222	0.92365	
10	66	172	0.9199625	
1	67	50	1.0	
2	67	181	0.99405	
3	67	258	0.9887875	
4	67	100	0.98375	
5	67	286	0.978725	
6	67	294	0.9738625	
7	67	288	0.9690375	
8	67	174	0.95985	
9	67	300	0.9512375	
10	67	127	0.94705	
1	68	100	0.98375	
2	68	286	0.978725	5.0
3	68	294	0.9738625	
4	68	1	0.9643	
5	68	174	0.95985	
6	68	300	0.9512375	
7	68	98	0.9429875	
8	68	7	0.93905	3.0
9	68	56	0.9351625	
10	68	222	0.92365	
1	69	100	0.98375	5.0
2	69	286	0.978725	
3	69	294	0.9738625	2.0
4	69	1	0.9643	
5	69	121	0.9555	
6	69	127	0.94705	
7	69	56	0.9351625	5.0
8	69	237	0.9313	3.0
9	69	405	0.9163375	
10	69	204	0.9127625	
1	70	258	0.9887875	
2	70	100	0.98375	
3	70	286	0.978725	
4	70	294	0.9738625	
5	70	288	0.9690375	
6	70	127	0.94705	
7	70	98	0.9429875	
8	70	7	0.93905	
9	70	56	0.9351625	
10	70	237	0.9313	
1	71	181	0.99405	3.0
2	71	258	0.9887875	
3	71	286	0.978725	4.0
4	71	294	0.9738625	
5	71	288	0.9690375	
6	71	1	0.9643	
7	71	121	0.9555	
8	71	300	0.9512375	
9	71	127	0.94705	
10	71	98	0.9429875	4.0
1	72	258	0.9887875	
2	72	286	0.978725	
3	72	294	0.9738625	
4	72	288	0.9690375	
5	72	1	0.9643	4.0
6	72	174	0.95985	5.0
7	72	300	0.9512375	
8	72	313	0.9091875	
9	72	79	0.9057875	4.0
10	72	168	0.9024	
1	73	50	1.0	
2	73	181	0.99405	
3	73	258	0.9887875	
4	73	100	0.98375	4.0
5	73	294	0.9738625	
6	73	174	0.95985	
7	73	121	0.9555	
8	73	300	0.9512375	
9	73	98	0.9429875	
10	73	56	0.9351625	4.0
1	74	50	1.0	
2	74	181	0.99405	
3	74	286	0.978725	
4	74	1	0.9643	
5	74	174	0.95985	
6	74	127	0.94705	
7	74	98	0.9429875	
8	74	7	0.93905	4.0
9	74	56	0.9351625	
10	74	117	0.9274625	
1	75	50	1.0	
2	75	181	0.99405	
3	75	258	0.9887875	
4	75	286	0.978725	
5	75	288	0.9690375	
6	75	174	0.95985	
7	75	300	0.9512375	
8	75	127	0.94705	
9	75	98	0.9429875	
10	75	7	0.93905	
1	76	50	1.0	
2	76	181	0.99405	
3	76	100	0.98375	5.0
4	76	294	0.9738625	
5	76	1	0.9643	
6	76	174	0.95985	
7	76	300	0.9512375	
8	76	127	0.94705	
9	76	237	0.9313	
10	76	117	0.9274625	
1	77	258	0.9887875	
2	77	286	0.978725	
3	77	294	0.9738625	
4	77	288	0.9690375	
5	77	300	0.9512375	
6	77	127	0.94705	2.0
7	77	7	0.93905	
8	77	237	0.9313	
9	77	117	0.9274625	
10	77	172	0.9199625	3.0
1	78	50	1.0	
2	78	181	0.99405	
3	78	258	0.9887875	
4	78	100	0.98375	
5	78	286	0.978725	
6	78	1	0.9643	
7	78	174	0.95985	
8	78	121	0.9555	
9	78	300	0.9512375	
10	78	127	0.94705	
1	79	181	0.99405	
2	79	294	0.9738625	
3	79	174	0.95985	
4	79	121	0.9555	
5	79	300	0.9512375	
6	79	127	0.94705	
7	79	98	0.9429875	
8	79	56	0.9351625	
9	79	237	0.9313	
10	79	117	0.9274625	
1	80	181	0.99405	
2	80	258	0.9887875	
3	80	286	0.978725	
4	80	294	0.9738625	
5	80	288	0.9690375	
6	80	1	0.9643	
7	80	174	0.95985	
8	80	121	0.9555	
9	80	300	0.9512375	
10	80	127	0.94705	
1	81	50	1.0	
2	81	181	0.99405	
3	81	258	0.9887875	
4	81	286	0.978725	
5	81	294	0.9738625	
6	81	288	0.9690375	3.0
7	81	1	0.9643	4.0
8	81	174	0.95985	
9	81	300	0.9512375	
10	81	127	0.94705	
1	82	258	0.9887875	
2	82	100	0.98375	5.0
3	82	286	0.978725	4.0
4	82	294	0.9738625	4.0
5	82	1	0.9643	4.0
6	82	121	0.9555	4.0
7	82	300	0.9512375	
8	82	98	0.9429875	
9	82	117	0.9274625	
10	82	222	0.92365	3.0
1	83	181	0.99405	4.0
2	83	258	0.9887875	
3	83	100	0.98375	
4	83	286	0.978725	
5	83	288	0.9690375	
6	83	98	0.9429875	
7	83	7	0.93905	
8	83	237	0.9313	
9	83	117	0.9274625	5.0
10	83	222	0.92365	
1	84	50	1.0	
2	84	181	0.99405	
3	84	258	0.9887875	4.0
4	84	286	0.978725	5.0
5	84	288	0.9690375	
6	84	1	0.9643	2.0
7	84	174	0.95985	
8	84	121	0.9555	4.0
9	84	127	0.94705	
10	84	7	0.93905	4.0
1	85	181	0.99405	4.0
2	85	294	0.9738625	
3	85	288	0.9690375	
4	85	1	0.9643	
5	85	98	0.9429875	4.0
6	85	7	0.93905	
7	85	117	0.9274625	
8	85	151	0.8990875	
9	85	210	0.8957875	3.0
10	85	748	0.889325	
1	86	50	1.0	
2	86	181	0.99405	
3	86	258	0.9887875	5.0
4	86	100	0.98375	
5	86	294	0.9738625	
6	86	1	0.9643	
7	86	174	0.95985	
8	86	121	0.9555	
9	86	127	0.94705	
10	86	98	0.9429875	
1	87	258	0.9887875	
2	87	286	0.978725	
3	87	294	0.9738625	
4	87	288	0.9690375	
5	87	1	0.9643	
6	87	300	0.9512375	3.0
7	87	98	0.9429875	
8	87	237	0.9313	
9	87	117	0.9274625	
10	87	313	0.9091875	
1	88	50	1.0	
2	88	181	0.99405	
3	88	258	0.9887875	
4	88	100	0.98375	
5	88	294	0.9738625	
6	88	288	0.9690375	
7	88	1	0.9643	
8	88	174	0.95985	
9	88	121	0.9555	
10	88	127	0.94705	
1	89	258	0.9887875	
2	89	286	0.978725	
3	89	294	0.9738625	
4	89	288	0.9690375	
5	89	174	0.95985	
6	89	300	0.9512375	
7	89	98	0.9429875	
8	89	56	0.9351625	
9	89	172	0.9199625	
10	89	204	0.9127625	
1	90	50	1.0	
2	90	181	0.99405	
3	90	258	0.9887875	3.0
4	90	294	0.9738625	
5	90	288	0.9690375	
6	90	1	0.9643	
7	90	174	0.95985	5.0
8	90	121	0.9555	
9	90	300	0.9512375	3.0
10	90	7	0.93905	
1	91	50	1.0	5.0
2	91	258	0.9887875	
3	91	100	0.98375	
4	91	286	0.978725	
5	91	288	0.9690375	
6	91	1	0.9643	
7	91	174	0.95985	5.0
8	91	121	0.9555	
9	91	7	0.93905	
10	91	237	0.9313	
1	92	286	0.978725	
2	92	1	0.9643	4.0
3	92	300	0.9512375	
4	92	127	0.94705	
5	92	172	0.9199625	4.0
6	92	204	0.9127625	4.0
7	92	151	0.8990875	
8	92	269	0.8769625	
9	92	302	0.85925	
10	92	216	0.8533875	3.0
1	93	50	1.0	
2	93	181	0.99405	
3	93	258	0.9887875	
4	93	100	0.98375	
5	93	286	0.978725	
6	93	294	0.9738625	
7	93	288	0.9690375	
8	93	174	0.95985	
9	93	300	0.9512375	
10	93	127	0.94705	
1	94	294	0.9738625	
2	94	300	0.9512375	
3	94	7	0.93905	4.0
4	94	237	0.9313	
5	94	117	0.9274625	
6	94	748	0.889325	
7	94	269	0.8769625	
8	94	15	0.868075	
9	94	302	0.85925	4.0
10	94	276	0.8563125	
1	95	258	0.9887875	
2	95	100	0.98375	
3	95	288	0.9690375	
4	95	300	0.9512375	
5	95	56	0.9351625	
6	95	222	0.92365	
7	95	313	0.9091875	
8	95	210	0.8957875	5.0
9	95	748	0.889325	
10	95	69	0.8861375	5.0
1	96	258	0.9887875	
2	96	286	0.978725	
3	96	294	0.9738625	
4	96	288	0.9690375	
5	96	1	0.9643	5.0
6	96	121	0.9555	
7	96	300	0.9512375	
8	96	237	0.9313	
9	96	117	0.9274625	
10	96	222	0.92365	
1	97	50	1.0	5.0
2	97	181	0.99405	
3	97	258	0.9887875	
4	97	286	0.978725	
5	97	294	0.9738625	
6	97	288	0.9690375	
7	97	174	0.95985	4.0
8	97	121	0.9555	
9	97	300	0.9512375	
10	97	127	0.94705	
1	98	50	1.0	
2	98	181	0.99405	
3	98	258	0.9887875	
4	98	100	0.98375	
5	98	286	0.978725	
6	98	294	0.9738625	
7	98	288	0.9690375	
8	98	1	0.9643	
9	98	174	0.95985	
10	98	121	0.9555	
1	99	181	0.99405	5.0
2	99	286	0.978725	
3	99	127	0.94705	
4	99	7	0.93905	4.0
5	99	222	0.92365	
6	99	313	0.9091875	5.0
7	99	151	0.8990875	
8	99	269	0.8769625	
9	99	9	0.873975	
10	99	195	0.871025	
1	100	50	1.0	
2	100	181	0.99405	
3	100	100	0.98375	
4	100	288	0.9690375	2.0
5	100	1	0.9643	
6	100	174	0.95985	
7	100	121	0.9555	
8	100	127	0.94705	
9	100	98	0.9429875	
10	100	7	0.93905	
1	101	181	0.99405	4.0
2	101	258	0.9887875	
3	101	100	0.98375	
4	101	286	0.978725	
5	101	294	0.9738625	
6	101	1	0.9643	3.0
7	101	174	0.95985	
8	101	121	0.9555	4.0
9	101	300	0.9512375	
10	101	127	0.94705	
1	102	50	1.0	4.0
2	102	100	0.98375	
3	102	288	0.9690375	2.0
4	102	98	0.9429875	4.0
5	102	237	0.9313	
6	102	168	0.9024	3.0
7	102	151	0.8990875	
8	102	69	0.8861375	
9	102	22	0.883	
10	102	9	0.873975	
1	103	50	1.0	5.0
2	103	258	0.9887875	
3	103	100	0.98375	
4	103	286	0.978725	
5	103	288	0.9690375	
6	103	1	0.9643	
7	103	174	0.95985	
8	103	121	0.9555	3.0
9	103	7	0.93905	
10	103	56	0.9351625	5.0
1	104	181	0.99405	5.0
2	104	286	0.978725	1.0
3	104	1	0.9643	
4	104	174	0.95985	
5	104	300	0.9512375	3.0
6	104	98	0.9429875	
7	104	7	0.93905	3.0
8	104	56	0.9351625	
9	104	172	0.9199625	
10	104	204	0.9127625	
1	105	50	1.0	
2	105	181	0.99405	
3	105	100	0.98375	
4	105	294	0.9738625	
5	105	288	0.9690375	4.0
6	105	1	0.9643	
7	105	174	0.95985	
8	105	121	0.9555	
9	105	300	0.9512375	
10	105	127	0.94705	
1	106	50	1.0	
2	106	181	0.99405	
3	106	258	0.9887875	
4	106	294	0.9738625	
5	106	288	0.9690375	
6	106	174	0.95985	
7	106	121	0.9555	
8	106	300	0.9512375	
9	106	127	0.94705	
10	106	98	0.9429875	
1	107	50	1.0	
2	107	181	0.99405	
3	107	100	0.98375	
4	107	294	0.9738625	
5	107	1	0.9643	
6	107	174	0.95985	
7	107	121	0.9555	
8	107	127	0.94705	
9	107	98	0.9429875	
10	107	7	0.93905	
1	108	258	0.9887875	
2	108	286	0.978725	
3	108	294	0.9738625	4.0
4	108	288	0.9690375	
5	108	174	0.95985	
6	108	300	0.9512375	
7	108	98	0.9429875	
8	108	7	0.93905	5.0
