rank	user	item	score	rating
8	80	118	1	
9	80	311	1	
10	80	819	1	
1	81	1628	1	
2	81	1206	1	
3	81	65	1	
4	81	579	1	
5	81	363	1	
6	81	573	1	
7	81	1322	1	
8	81	504	1	
9	81	673	1	
10	81	1345	1	
1	82	423	1	
2	82	1579	1	
3	82	1515	1	
4	82	464	1	
5	82	1620	1	
6	82	1565	1	
7	82	1616	1	
8	82	1652	1	
9	82	650	1	
10	82	990	1	
1	83	1225	1	
2	83	467	1	
3	83	768	1	4.0
4	83	596	1	
5	83	104	1	
6	83	330	1	
7	83	190	1	
8	83	988	1	
9	83	1268	1	
10	83	1553	1	
1	84	1595	1	
2	84	505	1	
3	84	905	1	
4	84	826	1	
5	84	258	1	4.0
6	84	235	1	
7	84	1503	1	
8	84	1137	1	
9	84	1037	1	
10	84	38	1	
1	85	1131	1	4.0
2	85	277	1	2.0
3	85	1233	1	
4	85	1534	1	
5	85	1007	1	
6	85	1588	1	
7	85	907	1	
8	85	47	1	
9	85	748	1	
10	85	1447	1	
1	86	166	1	
2	86	510	1	
3	86	1037	1	
4	86	1031	1	
5	86	616	1	
6	86	182	1	
7	86	765	1	
8	86	826	1	
9	86	302	1	
10	86	228	1	
1	87	203	1	
2	87	515	1	4.0
3	87	286	1	
4	87	445	1	
5	87	1293	1	
6	87	1273	1	
7	87	441	1	
8	87	1206	1	
9	87	132	1	5.0
10	87	1176	1	
1	88	392	1	
2	88	1450	1	
3	88	1419	1	
4	88	35	1	
5	88	901	1	
6	88	320	1	
7	88	122	1	
8	88	1396	1	
9	88	1160	1	
10	88	1116	1	
1	89	445	1	
2	89	24	1	
3	89	216	1	5.0
4	89	755	1	
5	89	449	1	
6	89	1197	1	
7	89	542	1	
8	89	491	1	
9	89	1085	1	
10	89	1606	1	
1	90	331	1	
2	90	1140	1	
3	90	1502	1	
4	90	456	1	
5	90	680	1	
6	90	538	1	
7	90	1111	1	
8	90	118	1	
9	90	311	1	4.0
10	90	819	1	
1	91	736	1	
2	91	567	1	
3	91	1293	1	
4	91	286	1	
5	91	664	1	
6	91	8	1	
7	91	1190	1	
8	91	333	1	5.0
9	91	199	1	
10	91	38	1	
1	92	426	1	
2	92	441	1	
3	92	606	1	
4	92	1552	1	
5	92	442	1	
6	92	73	1	3.0
7	92	81	1	3.0
8	92	83	1	
9	92	536	1	
10	92	607	1	
1	93	1225	1	
2	93	467	1	
3	93	768	1	
4	93	596	1	
5	93	104	1	
6	93	330	1	
7	93	190	1	
8	93	988	1	
9	93	1268	1	
10	93	1553	1	
1	94	1080	1	
2	94	920	1	
3	94	1385	1	
4	94	154	1	5.0
5	94	264	1	
6	94	954	1	
7	94	81	1	4.0
8	94	447	1	4.0
9	94	960	1	
10	94	996	1	
1	95	803	1	
2	95	1080	1	
3	95	1105	1	
4	95	1422	1	
5	95	1267	1	
6	95	947	1	
7	95	1467	1	
8	95	75	1	
9	95	482	1	
10	95	1229	1	2.0
1	96	166	1	
2	96	510	1	
3	96	1037	1	
4	96	1031	1	
5	96	616	1	
6	96	182	1	4.0
7	96	765	1	
8	96	826	1	
9	96	302	1	
10	96	228	1	
1	97	1305	1	
2	97	427	1	
3	97	1078	1	
4	97	497	1	
5	97	253	1	
6	97	1343	1	
7	97	1681	1	
8	97	42	1	
9	97	197	1	3.0
10	97	467	1	
1	98	348	1	
2	98	798	1	
3	98	138	1	
4	98	318	1	
5	98	492	1	
6	98	1071	1	
7	98	1492	1	
8	98	1151	1	
9	98	222	1	
10	98	773	1	
1	99	445	1	
2	99	24	1	
3	99	216	1	
4	99	755	1	
5	99	449	1	
6	99	1197	1	
7	99	542	1	
8	99	491	1	
9	99	1085	1	
10	99	1606	1	
1	100	1463	1	
2	100	1456	1	
3	100	583	1	
4	100	1439	1	
5	100	1152	1	
6	100	282	1	
7	100	562	1	
8	100	337	1	
9	100	984	1	
10	100	76	1	
1	101	1123	1	
2	101	577	1	
3	101	770	1	
4	101	261	1	
5	101	147	1	4.0
6	101	1443	1	
7	101	603	1	
8	101	985	1	
9	101	686	1	
10	101	1087	1	
1	102	426	1	
2	102	441	1	
3	102	606	1	
4	102	1552	1	
5	102	442	1	
6	102	73	1	3.0
7	102	81	1	
8	102	83	1	3.0
9	102	536	1	
10	102	607	1	
1	103	1022	1	
2	103	1328	1	
3	103	317	1	
4	103	536	1	
5	103	961	1	
6	103	530	1	
7	103	904	1	
8	103	271	1	
9	103	1069	1	
10	103	601	1	
1	104	1555	1	
2	104	1021	1	
3	104	47	1	
4	104	1179	1	
5	104	335	1	
6	104	824	1	
7	104	80	1	
8	104	696	1	
9	104	790	1	
10	104	1207	1	
1	105	803	1	
2	105	1080	1	
3	105	1105	1	
4	105	1422	1	
5	105	1267	1	
6	105	947	1	
7	105	1467	1	
8	105	75	1	
9	105	482	1	
10	105	1229	1	
1	106	1628	1	
2	106	1206	1	
3	106	65	1	
4	106	579	1	
5	106	363	1	
6	106	573	1	
7	106	1322	1	
8	106	504	1	
9	106	673	1	
10	106	1345	1	
1	107	247	1	
2	107	72	1	
3	107	1404	1	
4	107	1210	1	
5	107	748	1	
6	107	1182	1	
7	107	1597	1	
8	107	1612	1	
9	107	535	1	
10	107	1483	1	
1	108	348	1	
2	108	798	1	
3	108	138	1	
4	108	318	1	
5	108	492	1	
6	108	1071	1	
7	108	1492	1	
8	108	1151	1	
9	108	222	1	2.0
10	108	773	1	
1	109	1595	1	
2	109	505	1	
3	109	905	1	
4	109	826	1	3.0
5	109	258	1	5.0
6	109	235	1	
7	109	1503	1	
8	109	1137	1	
9	109	1037	1	
10	109	38	1	
1	110	1469	1	
2	110	317	1	
3	110	1108	1	
4	110	1493	1	
5	110	769	1	
6	110	167	1	
7	110	562	1	
8	110	19	1	
9	110	1506	1	
10	110	387	1	
1	111	1123	1	
2	111	577	1	
3	111	770	1	
4	111	261	1	
5	111	147	1	
6	111	1443	1	
7	111	603	1	
8	111	985	1	
9	111	686	1	
10	111	1087	1	
1	112	203	1	
2	112	515	1	
3	112	286	1	4.0
4	112	445	1	
5	112	1293	1	
6	112	1273	1	
7	112	441	1	
8	112	1206	1	
9	112	132	1	
10	112	1176	1	
1	113	535	1	
2	113	867	1	
3	113	22	1	
4	113	260	1	
5	113	1531	1	
6	113	578	1	
7	113	316	1	
8	113	152	1	
9	113	205	1	
10	113	566	1	
1	114	1555	1	
2	114	1021	1	
3	114	47	1	
4	114	1179	1	
5	114	335	1	
6	114	824	1	
7	114	80	1	
8	114	696	1	
9	114	790	1	
10	114	1207	1	
1	115	331	1	
2	115	1140	1	
3	115	1502	1	
4	115	456	1	
5	115	680	1	
6	115	538	1	
7	115	1111	1	
8	115	118	1	
9	115	311	1	
10	115	819	1	
1	116	535	1	
2	116	1346	1	
3	116	860	1	
4	116	573	1	
5	116	320	1	
6	116	162	1	
7	116	904	1	
8	116	619	1	
9	116	1255	1	2.0
10	116	1028	1	
1	117	247	1	
2	117	72	1	
3	117	1404	1	
4	117	1210	1	
5	117	748	1	3.0
6	117	1182	1	
7	117	1597	1	
8	117	1612	1	
9	117	535	1	
10	117	1483	1	
1	118	1225	1	
2	118	467	1	
3	118	768	1	
4	118	596	1	
5	118	104	1	
6	118	330	1	
7	118	190	1	
8	118	988	1	
9	118	1268	1	
10	118	1553	1	
1	119	579	1	
2	119	1506	1	
3	119	1141	1	
4	119	1408	1	
5	119	821	1	
6	119	1336	1	
7	119	85	1	
8	119	1354	1	
9	119	1163	1	
10	119	530	1	
1	120	1469	1	
2	120	317	1	
3	120	1108	1	
4	120	1493	1	
5	120	769	1	
6	120	167	1	
7	120	562	1	
8	120	19	1	
9	120	1506	1	
10	120	387	1	
1	121	166	1	
2	121	510	1	
3	121	1037	1	
4	121	1031	1	
5	121	616	1	
6	121	182	1	
7	121	765	1	
8	121	826	1	
9	121	302	1	
10	121	228	1	
1	122	367	1	
2	122	452	1	
3	122	722	1	
4	122	511	1	5.0
5	122	500	1	
6	122	514	1	
7	122	155	1	
8	122	1547	1	
9	122	431	1	
10	122	73	1	
1	123	535	1	
2	123	867	1	
3	123	22	1	4.0
4	123	260	1	
5	123	1531	1	
6	123	578	1	
7	123	316	1	
8	123	152	1	
9	123	205	1	
10	123	566	1	
1	124	445	1	
2	124	24	1	
3	124	216	1	
4	124	755	1	
5	124	449	1	
6	124	1197	1	
7	124	542	1	
8	124	491	1	
9	124	1085	1	
10	124	1606	1	
1	125	1051	1	
2	125	867	1	
3	125	1578	1	
4	125	392	1	
5	125	836	1	
6	125	201	1	3.0
7	125	993	1	
8	125	1265	1	
9	125	466	1	
10	125	972	1	
1	126	535	1	
2	126	1346	1	
3	126	860	1	
4	126	573	1	
5	126	320	1	
6	126	162	1	
7	126	904	1	
8	126	619	1	
9	126	1255	1	
10	126	1028	1	
1	127	426	1	
2	127	441	1	
3	127	606	1	
4	127	1552	1	
5	127	442	1	
6	127	73	1	
7	127	81	1	
8	127	83	1	
9	127	536	1	
10	127	607	1	
1	128	835	1	
2	128	167	1	
3	128	1485	1	
4	128	147	1	
5	128	209	1	4.0
6	128	664	1	
7	128	826	1	
8	128	1419	1	
9	128	1582	1	
10	128	1541	1	
1	129	579	1	
2	129	1506	1	
3	129	1141	1	
4	129	1408	1	
5	129	821	1	
6	129	1336	1	
7	129	85	1	
8	129	1354	1	
9	129	1163	1	
10	129	530	1	
1	130	803	1	
2	130	1080	1	
3	130	1105	1	
4	130	1422	1	
5	130	1267	1	4.0
6	130	947	1	
7	130	1467	1	
8	130	75	1	
9	130	482	1	
10	130	1229	1	
1	131	1154	1	
2	131	1408	1	
3	131	387	1	
4	131	1586	1	
5	131	1189	1	
6	131	609	1	
7	131	1407	1	
8	131	1118	1	
9	131	973	1	
10	131	1008	1	
1	132	367	1	
2	132	452	1	
3	132	722	1	
4	132	511	1	
5	132	500	1	
6	132	514	1	
7	132	155	1	
8	132	1547	1	
9	132	431	1	
10	132	73	1	
1	133	348	1	
2	133	798	1	
3	133	138	1	
4	133	318	1	
5	133	492	1	
6	133	1071	1	
7	133	1492	1	
8	133	1151	1	
9	133	222	1	
10	133	773	1	
1	134	1627	1	
2	134	915	1	
3	134	1335	1	
4	134	693	1	
5	134	1646	1	
6	134	631	1	
7	134	988	1	
8	134	522	1	
9	134	785	1	
10	134	609	1	
1	135	1051	1	
2	135	867	1	
3	135	1578	1	
4	135	392	1	
5	135	836	1	
6	135	201	1	
7	135	993	1	
8	135	1265	1	
9	135	466	1	
10	135	972	1	
1	136	1123	1	
2	136	577	1	
3	136	770	1	
4	136	261	1	
5	136	147	1	
6	136	1443	1	
7	136	603	1	
8	136	985	1	
9	136	686	1	
10	136	1087	1	
1	137	138	1	
2	137	672	1	
3	137	1297	1	
4	137	831	1	
5	137	1176	1	
6	137	1152	1	
7	137	1393	1	
8	137	1088	1	
9	137	1373	1	
10	137	524	1	
1	138	835	1	
2	138	167	1	
3	138	1485	1	
4	138	147	1	4.0
5	138	209	1	4.0
6	138	664	1	
7	138	826	1	
8	138	1419	1	
9	138	1582	1	
10	138	1541	1	
1	139	1555	1	
2	139	1021	1	
3	139	47	1	
4	139	1179	1	
5	139	335	1	
6	139	824	1	
7	139	80	1	
8	139	696	1	
9	139	790	1	
10	139	1207	1	
1	140	30	1	
2	140	1413	1	
3	140	47	1	
4	140	1001	1	
5	140	1378	1	
6	140	335	1	
7	140	655	1	
8	140	617	1	
9	140	958	1	
10	140	1628	1	
1	141	1154	1	
2	141	1408	1	
3	141	387	1	
4	141	1586	1	
5	141	1189	1	
6	141	609	1	
7	141	1407	1	
8	141	1118	1	
9	141	973	1	
10	141	1008	1	
1	142	247	1	
2	142	72	1	
3	142	1404	1	
4	142	1210	1	
5	142	748	1	
6	142	1182	1	
7	142	1597	1	
8	142	1612	1	
9	142	535	1	
10	142	1483	1	
1	143	275	1	
2	143	1494	1	
3	143	914	1	
4	143	1035	1	
5	143	595	1	
6	143	179	1	
7	143	1537	1	
8	143	655	1	
9	143	918	1	
10	143	1472	1	
1	144	1627	1	
2	144	915	1	
3	144	1335	1	
4	144	693	1	
5	144	1646	1	
6	144	631	1	
7	144	988	1	
8	144	522	1	
9	144	785	1	4.0
10	144	609	1	
1	145	1469	1	
2	145	317	1	
3	145	1108	1	
4	145	1493	1	
5	145	769	1	2.0
6	145	167	1	
7	145	562	1	
8	145	19	1	
9	145	1506	1	
10	145	387	1	
1	146	327	1	3.0
2	146	1534	1	
3	146	1473	1	
4	146	1405	1	
5	146	578	1	
6	146	951	1	
7	146	1332	1	
8	146	1560	1	
9	146	405	1	
10	146	78	1	
1	147	138	1	
2	147	672	1	
