rank	user	item	score	rating
6	16	1239	1	
7	16	1496	1	
8	16	871	1	
9	16	1638	1	
10	16	1348	1	
1	17	1626	1	
2	17	296	1	
3	17	284	1	
4	17	1562	1	
5	17	722	1	
6	17	613	1	
7	17	1235	1	
8	17	1319	1	
9	17	525	1	
10	17	1523	1	
1	18	87	1	
2	18	1144	1	
3	18	1465	1	
4	18	389	1	
5	18	1208	1	
6	18	93	1	
7	18	204	1	3.0
8	18	597	1	
9	18	1032	1	
10	18	1357	1	
1	19	87	1	
2	19	1144	1	
3	19	1465	1	
4	19	389	1	
5	19	1208	1	
6	19	93	1	
7	19	204	1	
8	19	597	1	
9	19	1032	1	
10	19	1357	1	
1	20	1120	1	
2	20	264	1	
3	20	1630	1	
4	20	520	1	
5	20	364	1	
6	20	1101	1	
7	20	212	1	
8	20	273	1	
9	20	22	1	5.0
10	20	1219	1	
1	21	1626	1	
2	21	296	1	
3	21	284	1	
4	21	1562	1	
5	21	722	1	
6	21	613	1	
7	21	1235	1	
8	21	1319	1	
9	21	525	1	
10	21	1523	1	
1	22	1626	1	
2	22	296	1	
3	22	284	1	
4	22	1562	1	
5	22	722	1	
6	22	613	1	
7	22	1235	1	
8	22	1319	1	
9	22	525	1	
10	22	1523	1	
1	23	948	1	
2	23	151	1	3.0
3	23	1232	1	
4	23	96	1	4.0
5	23	791	1	
6	23	1551	1	
7	23	981	1	
8	23	245	1	
9	23	560	1	
10	23	308	1	
1	24	1120	1	
2	24	264	1	
3	24	1630	1	
4	24	520	1	
5	24	364	1	
6	24	1101	1	
7	24	212	1	
8	24	273	1	
9	24	22	1	
10	24	1219	1	
1	25	1120	1	
2	25	264	1	
3	25	1630	1	
4	25	520	1	3.0
5	25	364	1	
6	25	1101	1	
7	25	212	1	
8	25	273	1	
9	25	22	1	
10	25	1219	1	
1	26	483	1	
2	26	708	1	
3	26	870	1	
4	26	1136	1	
5	26	339	1	
6	26	185	1	
7	26	1226	1	
8	26	963	1	
9	26	465	1	
10	26	2	1	
1	27	948	1	
2	27	151	1	
3	27	1232	1	
4	27	96	1	
5	27	791	1	
6	27	1551	1	
7	27	981	1	
8	27	245	1	
9	27	560	1	
10	27	308	1	
1	28	948	1	
2	28	151	1	
3	28	1232	1	
4	28	96	1	5.0
5	28	791	1	
6	28	1551	1	
7	28	981	1	
8	28	245	1	
9	28	560	1	
10	28	308	1	
1	29	286	1	5.0
2	29	775	1	
3	29	711	1	
4	29	891	1	
5	29	613	1	
6	29	124	1	
7	29	776	1	
8	29	372	1	
9	29	1433	1	
10	29	967	1	
1	30	483	1	
2	30	708	1	
3	30	870	1	
4	30	1136	1	
5	30	339	1	
6	30	185	1	
7	30	1226	1	
8	30	963	1	
9	30	465	1	
10	30	2	1	3.0
1	31	483	1	
2	31	708	1	
3	31	870	1	
4	31	1136	1	
5	31	339	1	
6	31	185	1	
7	31	1226	1	
8	31	963	1	
9	31	465	1	
10	31	2	1	
1	32	1154	1	
2	32	176	1	
3	32	102	1	
4	32	70	1	
5	32	1443	1	
6	32	1002	1	
7	32	199	1	
8	32	1021	1	
9	32	240	1	2.0
10	32	232	1	
1	33	286	1	
2	33	775	1	
3	33	711	1	
4	33	891	1	
5	33	613	1	
6	33	124	1	
7	33	776	1	
8	33	372	1	
9	33	1433	1	
10	33	967	1	
1	34	1385	1	
2	34	26	1	
3	34	251	1	
4	34	1344	1	
5	34	1528	1	
6	34	1343	1	
7	34	1257	1	
8	34	668	1	
9	34	549	1	
10	34	246	1	
1	35	286	1	
2	35	775	1	
3	35	711	1	
4	35	891	1	
5	35	613	1	
6	35	124	1	
7	35	776	1	
8	35	372	1	
9	35	1433	1	
10	35	967	1	
1	36	609	1	
2	36	1595	1	
3	36	1170	1	
4	36	49	1	
5	36	231	1	
6	36	156	1	
7	36	1511	1	
8	36	1418	1	
9	36	1029	1	
10	36	1378	1	
1	37	1154	1	
2	37	176	1	4.0
3	37	102	1	
4	37	70	1	
5	37	1443	1	
6	37	1002	1	
7	37	199	1	
8	37	1021	1	
9	37	240	1	
10	37	232	1	
1	38	1154	1	
2	38	176	1	
3	38	102	1	
4	38	70	1	5.0
5	38	1443	1	
6	38	1002	1	
7	38	199	1	
8	38	1021	1	
9	38	240	1	
10	38	232	1	
1	39	351	1	
2	39	58	1	
3	39	1640	1	
4	39	34	1	
5	39	832	1	
6	39	440	1	
7	39	1380	1	
8	39	19	1	
9	39	18	1	
10	39	1550	1	
1	40	1385	1	
2	40	26	1	
3	40	251	1	
4	40	1344	1	
5	40	1528	1	
6	40	1343	1	
7	40	1257	1	
8	40	668	1	
9	40	549	1	
10	40	246	1	
1	41	1385	1	
2	41	26	1	
3	41	251	1	
4	41	1344	1	
5	41	1528	1	
6	41	1343	1	
7	41	1257	1	
8	41	668	1	
9	41	549	1	
10	41	246	1	
1	42	490	1	
2	42	1185	1	
3	42	683	1	
4	42	1160	1	
5	42	986	1	
6	42	344	1	
7	42	807	1	
8	42	1183	1	
9	42	455	1	
10	42	942	1	
1	43	609	1	
2	43	1595	1	
3	43	1170	1	
4	43	49	1	4.0
5	43	231	1	4.0
6	43	156	1	
7	43	1511	1	
8	43	1418	1	
9	43	1029	1	
10	43	1378	1	
1	44	609	1	
2	44	1595	1	
3	44	1170	1	
4	44	49	1	
5	44	231	1	2.0
6	44	156	1	
7	44	1511	1	
8	44	1418	1	
9	44	1029	1	
10	44	1378	1	
1	45	202	1	
2	45	95	1	
3	45	884	1	
4	45	585	1	
5	45	1504	1	
6	45	1629	1	
7	45	320	1	
8	45	1010	1	
9	45	889	1	
10	45	735	1	
1	46	351	1	
2	46	58	1	
3	46	1640	1	
4	46	34	1	
5	46	832	1	
6	46	440	1	
7	46	1380	1	
8	46	19	1	
9	46	18	1	
10	46	1550	1	
1	47	351	1	
2	47	58	1	
3	47	1640	1	
4	47	34	1	
5	47	832	1	
6	47	440	1	
7	47	1380	1	
8	47	19	1	
9	47	18	1	
10	47	1550	1	
1	48	362	1	
2	48	1466	1	
3	48	627	1	
4	48	533	1	
5	48	352	1	
6	48	774	1	
7	48	675	1	
8	48	461	1	
9	48	1422	1	
10	48	368	1	
1	49	490	1	
2	49	1185	1	
3	49	683	1	
4	49	1160	1	
5	49	986	1	
6	49	344	1	
7	49	807	1	
8	49	1183	1	
9	49	455	1	1.0
10	49	942	1	
1	50	490	1	
2	50	1185	1	
3	50	683	1	
4	50	1160	1	
5	50	986	1	
6	50	344	1	
7	50	807	1	
8	50	1183	1	
9	50	455	1	
10	50	942	1	
1	51	1366	1	
2	51	23	1	
3	51	1135	1	
4	51	321	1	
5	51	1372	1	
6	51	533	1	
7	51	1256	1	
8	51	1134	1	
9	51	1010	1	
10	51	1495	1	
1	52	202	1	
2	52	95	1	4.0
3	52	884	1	
4	52	585	1	
5	52	1504	1	
6	52	1629	1	
7	52	320	1	
8	52	1010	1	
9	52	889	1	
10	52	735	1	
1	53	202	1	
2	53	95	1	
3	53	884	1	
4	53	585	1	
5	53	1504	1	
6	53	1629	1	
7	53	320	1	
8	53	1010	1	
9	53	889	1	
10	53	735	1	
1	54	69	1	
2	54	1612	1	
3	54	1235	1	
4	54	1578	1	
5	54	102	1	
6	54	161	1	
7	54	1251	1	
8	54	971	1	
9	54	125	1	
10	54	1575	1	
1	55	362	1	
2	55	1466	1	
3	55	627	1	
4	55	533	1	
5	55	352	1	
6	55	774	1	
7	55	675	1	
8	55	461	1	
9	55	1422	1	
10	55	368	1	
1	56	362	1	
2	56	1466	1	
3	56	627	1	
4	56	533	1	
5	56	352	1	
6	56	774	1	
7	56	675	1	
8	56	461	1	
9	56	1422	1	
10	56	368	1	3.0
1	57	231	1	
2	57	642	1	
3	57	1217	1	
4	57	527	1	
5	57	263	1	
6	57	1275	1	
7	57	91	1	
8	57	214	1	
9	57	335	1	
10	57	1101	1	
1	58	1366	1	
2	58	23	1	
3	58	1135	1	
4	58	321	1	
5	58	1372	1	
6	58	533	1	
7	58	1256	1	
8	58	1134	1	
9	58	1010	1	
10	58	1495	1	
1	59	1366	1	
2	59	23	1	5.0
3	59	1135	1	
4	59	321	1	4.0
5	59	1372	1	
6	59	533	1	
7	59	1256	1	
8	59	1134	1	
9	59	1010	1	
10	59	1495	1	
1	60	1289	1	
2	60	964	1	
3	60	278	1	
4	60	1056	1	
5	60	866	1	
6	60	567	1	
7	60	126	1	
8	60	1630	1	
9	60	460	1	
10	60	1561	1	
1	61	69	1	
2	61	1612	1	
3	61	1235	1	
4	61	1578	1	
5	61	102	1	
6	61	161	1	
7	61	1251	1	
8	61	971	1	
9	61	125	1	
10	61	1575	1	
1	62	69	1	4.0
2	62	1612	1	
3	62	1235	1	
4	62	1578	1	
5	62	102	1	
6	62	161	1	
7	62	1251	1	
8	62	971	1	
9	62	125	1	4.0
10	62	1575	1	
1	63	712	1	
2	63	947	1	
3	63	397	1	
4	63	580	1	
5	63	1073	1	
6	63	1452	1	
7	63	1568	1	
8	63	1145	1	
9	63	638	1	
10	63	729	1	
1	64	231	1	3.0
2	64	642	1	
3	64	1217	1	
4	64	527	1	4.0
5	64	263	1	
6	64	1275	1	
7	64	91	1	4.0
8	64	214	1	3.0
9	64	335	1	
10	64	1101	1	
1	65	231	1	
2	65	642	1	
3	65	1217	1	
4	65	527	1	
5	65	263	1	
6	65	1275	1	
7	65	91	1	
8	65	214	1	
9	65	335	1	
10	65	1101	1	
1	66	952	1	
2	66	969	1	
3	66	168	1	
4	66	693	1	
5	66	1223	1	
6	66	1273	1	
7	66	1206	1	
8	66	1119	1	
9	66	674	1	
10	66	96	1	
1	67	1289	1	
2	67	964	1	
3	67	278	1	
4	67	1056	1	
5	67	866	1	
6	67	567	1	
7	67	126	1	
8	67	1630	1	
9	67	460	1	
10	67	1561	1	
1	68	1289	1	
2	68	964	1	
3	68	278	1	
4	68	1056	1	
5	68	866	1	
6	68	567	1	
7	68	126	1	
8	68	1630	1	
9	68	460	1	
10	68	1561	1	
1	69	950	1	
2	69	1658	1	
3	69	270	1	
4	69	93	1	
5	69	1451	1	
6	69	424	1	
7	69	240	1	3.0
8	69	1401	1	
9	69	1568	1	
10	69	1595	1	
1	70	712	1	
2	70	947	1	
3	70	397	1	
4	70	580	1	
5	70	1073	1	
6	70	1452	1	
7	70	1568	1	
8	70	1145	1	3.0
9	70	638	1	
10	70	729	1	
1	71	712	1	
2	71	947	1	
3	71	397	1	
4	71	580	1	
5	71	1073	1	
6	71	1452	1	
7	71	1568	1	
8	71	1145	1	
9	71	638	1	
10	71	729	1	
1	72	295	1	
2	72	745	1	
3	72	298	1	
4	72	655	1	5.0
5	72	767	1	
6	72	1455	1	
7	72	1368	1	
8	72	1434	1	
9	72	269	1	
10	72	837	1	
1	73	952	1	
2	73	969	1	
3	73	168	1	
4	73	693	1	
5	73	1223	1	
6	73	1273	1	
7	73	1206	1	
8	73	1119	1	
9	73	674	1	
10	73	96	1	2.0
1	74	952	1	
2	74	969	1	
3	74	168	1	
4	74	693	1	
5	74	1223	1	
6	74	1273	1	
7	74	1206	1	
8	74	1119	1	
9	74	674	1	
10	74	96	1	
1	75	376	1	
2	75	977	1	
3	75	50	1	
4	75	1497	1	
5	75	1326	1	
6	75	542	1	
7	75	790	1	
8	75	764	1	
9	75	337	1	
10	75	210	1	
1	76	950	1	
2	76	1658	1	
3	76	270	1	3.0
4	76	93	1	4.0
5	76	1451	1	
6	76	424	1	
7	76	240	1	
8	76	1401	1	
9	76	1568	1	
10	76	1595	1	
1	77	950	1	
2	77	1658	1	
3	77	270	1	
4	77	93	1	
5	77	1451	1	
6	77	424	1	
7	77	240	1	
8	77	1401	1	
9	77	1568	1	
10	77	1595	1	
1	78	866	1	
2	78	1282	1	
3	78	295	1	
4	78	1310	1	
5	78	980	1	
6	78	939	1	
7	78	60	1	
8	78	1419	1	
9	78	238	1	
10	78	1170	1	
1	79	295	1	
2	79	745	1	
3	79	298	1	
4	79	655	1	
5	79	767	1	
6	79	1455	1	
7	79	1368	1	
8	79	1434	1	
9	79	269	1	5.0
10	79	837	1	
1	80	295	1	
2	80	745	1	
3	80	298	1	
4	80	655	1	
5	80	767	1	
6	80	1455	1	
7	80	1368	1	
8	80	1434	1	
9	80	269	1	3.0
10	80	837	1	
1	81	896	1	
2	81	965	1	
3	81	1324	1	
4	81	405	1	3.0
5	81	1167	1	
6	81	895	1	
7	81	1336	1	
8	81	574	1	
9	81	833	1	
10	81	237	1	4.0
1	82	376	1	
2	82	977	1	
3	82	50	1	5.0
4	82	1497	1	
5	82	1326	1	
6	82	542	1	
7	82	790	1	
8	82	764	1	
9	82	337	1	
10	82	210	1	
1	83	376	1	
2	83	977	1	3.0
3	83	50	1	3.0
4	83	1497	1	
5	83	1326	1	
6	83	542	1	
7	83	790	1	
8	83	764	1	
9	83	337	1	
10	83	210	1	5.0
1	84	140	1	
2	84	53	1	
3	84	586	1	
4	84	489	1	
5	84	1172	1	
6	84	537	1	
7	84	471	1	
8	84	1194	1	
9	84	1174	1	
10	84	1204	1	
1	85	866	1	
2	85	1282	1	
3	85	295	1	
4	85	1310	1	
5	85	980	1	
6	85	939	1	
7	85	60	1	
8	85	1419	1	
9	85	238	1	2.0
10	85	1170	1	3.0
1	86	866	1	
2	86	1282	1	
3	86	295	1	
4	86	1310	1	
5	86	980	1	
6	86	939	1	
7	86	60	1	
8	86	1419	1	
9	86	238	1	
10	86	1170	1	
1	87	574	1	
2	87	1071	1	
3	87	1222	1	
4	87	1261	1	
5	87	948	1	
6	87	47	1	3.0
7	87	3	1	
8	87	638	1	
9	87	1636	1	
10	87	1163	1	
1	88	896	1	
2	88	965	1	
3	88	1324	1	
4	88	405	1	
5	88	1167	1	
6	88	895	1	
7	88	1336	1	
8	88	574	1	
9	88	833	1	
10	88	237	1	
1	89	896	1	
2	89	965	1	
3	89	1324	1	
4	89	405	1	3.0
5	89	1167	1	
6	89	895	1	
7	89	1336	1	
8	89	574	1	
9	89	833	1	
10	89	237	1	4.0
1	90	1098	1	
2	90	1164	1	
3	90	1414	1	
4	90	509	1	5.0
5	90	1040	1	
6	90	639	1	5.0
7	90	125	1	
8	90	174	1	5.0
9	90	546	1	
10	90	419	1	
1	91	140	1	
2	91	53	1	
3	91	586	1	
4	91	489	1	
5	91	1172	1	
6	91	537	1	
7	91	471	1	
8	91	1194	1	
9	91	1174	1	
10	91	1204	1	
1	92	140	1	
2	92	53	1	3.0
3	92	586	1	
4	92	489	1	
5	92	1172	1	
6	92	537	1	
7	92	471	1	4.0
8	92	1194	1	4.0
9	92	1174	1	
10	92	1204	1	
1	93	132	1	
2	93	669	1	
3	93	690	1	
4	93	242	1	
5	93	802	1	
6	93	352	1	
7	93	381	1	
8	93	92	1	
9	93	674	1	
10	93	646	1	
1	94	574	1	
2	94	1071	1	
3	94	1222	1	3.0
4	94	1261	1	
5	94	948	1	
6	94	47	1	5.0
7	94	3	1	
8	94	638	1	
9	94	1636	1	
10	94	1163	1	
1	95	574	1	
2	95	1071	1	
3	95	1222	1	2.0
4	95	1261	1	
5	95	948	1	
6	95	47	1	
7	95	3	1	1.0
8	95	638	1	
9	95	1636	1	
10	95	1163	1	
1	96	1176	1	
2	96	1305	1	
3	96	176	1	4.0
4	96	750	1	
5	96	511	1	
6	96	210	1	
7	96	623	1	
8	96	1587	1	
9	96	698	1	
10	96	1560	1	
1	97	1098	1	
2	97	1164	1	
3	97	1414	1	
4	97	509	1	
5	97	1040	1	
6	97	639	1	
7	97	125	1	
8	97	174	1	4.0
9	97	546	1	
10	97	419	1	
1	98	1098	1	
2	98	1164	1	
3	98	1414	1	
4	98	509	1	
5	98	1040	1	
6	98	639	1	
7	98	125	1	
8	98	174	1	
9	98	546	1	
10	98	419	1	
1	99	932	1	
2	99	1316	1	
3	99	1505	1	
4	99	878	1	
5	99	49	1	
6	99	997	1	
7	99	697	1	
8	99	1350	1	
9	99	397	1	
10	99	840	1	
1	100	132	1	
2	100	669	1	
3	100	690	1	4.0
4	100	242	1	
5	100	802	1	
6	100	352	1	
7	100	381	1	
8	100	92	1	
9	100	674	1	
10	100	646	1	
1	101	132	1	
2	101	669	1	
3	101	690	1	
4	101	242	1	
5	101	802	1	
6	101	352	1	
7	101	381	1	
8	101	92	1	
9	101	674	1	
10	101	646	1	
1	102	1539	1	
2	102	1435	1	
3	102	741	1	
4	102	1243	1	
5	102	1502	1	
6	102	1566	1	
7	102	1262	1	
8	102	1479	1	
9	102	1282	1	
10	102	1597	1	
1	103	1176	1	
2	103	1305	1	
3	103	176	1	
4	103	750	1	
5	103	511	1	
6	103	210	1	
7	103	623	1	
8	103	1587	1	
9	103	698	1	
10	103	1560	1	
1	104	1176	1	
2	104	1305	1	
3	104	176	1	
4	104	750	1	5.0
5	104	511	1	
6	104	210	1	
7	104	623	1	
8	104	1587	1	
9	104	698	1	
10	104	1560	1	
1	105	539	1	
2	105	561	1	
3	105	1119	1	
4	105	1279	1	
5	105	1264	1	
6	105	1482	1	
7	105	901	1	
8	105	147	1	
9	105	549	1	
10	105	696	1	
1	106	932	1	
2	106	1316	1	
3	106	1505	1	
4	106	878	1	
5	106	49	1	
6	106	997	1	
7	106	697	1	
8	106	1350	1	
9	106	397	1	
10	106	840	1	
1	107	932	1	
2	107	1316	1	
3	107	1505	1	
4	107	878	1	
5	107	49	1	
6	107	997	1	
7	107	697	1	
8	107	1350	1	
9	107	397	1	
10	107	840	1	
1	108	1377	1	
2	108	228	1	
3	108	596	1	
4	108	1643	1	
5	108	1397	1	
6	108	564	1	
7	108	324	1	
8	108	933	1	
9	108	1196	1	
10	108	408	1	
1	109	1539	1	
2	109	1435	1	
3	109	741	1	
4	109	1243	1	
5	109	1502	1	
6	109	1566	1	
7	109	1262	1	
8	109	1479	1	
9	109	1282	1	
10	109	1597	1	
1	110	1539	1	
2	110	1435	1	
3	110	741	1	
4	110	1243	1	
5	110	1502	1	
6	110	1566	1	
7	110	1262	1	
8	110	1479	1	
9	110	1282	1	
10	110	1597	1	
1	111	230	1	
2	111	702	1	
3	111	1261	1	
4	111	1437	1	
5	111	535	1	
6	111	1285	1	
7	111	191	1	
8	111	905	1	
9	111	979	1	
10	111	646	1	
1	112	539	1	
2	112	561	1	
3	112	1119	1	
4	112	1279	1	
5	112	1264	1	
6	112	1482	1	
7	112	901	1	
8	112	147	1	
9	112	549	1	
10	112	696	1	
1	113	539	1	
2	113	561	1	
3	113	1119	1	
4	113	1279	1	
5	113	1264	1	
6	113	1482	1	
7	113	901	1	
8	113	147	1	
9	113	549	1	
10	113	696	1	
1	114	1093	1	
2	114	346	1	
3	114	1090	1	
4	114	65	1	
5	114	1323	1	
6	114	235	1	
7	114	1023	1	
8	114	538	1	
9	114	1269	1	
10	114	1619	1	
1	115	1377	1	
2	115	228	1	4.0
3	115	596	1	1.0
4	115	1643	1	
5	115	1397	1	
6	115	564	1	
7	115	324	1	
8	115	933	1	
9	115	1196	1	
10	115	408	1	
1	116	1377	1	
2	116	228	1	
3	116	596	1	5.0
4	116	1643	1	
5	116	1397	1	
6	116	564	1	
7	116	324	1	2.0
8	116	933	1	
9	116	1196	1	
10	116	408	1	
1	117	1177	1	
2	117	1082	1	
3	117	1318	1	
4	117	668	1	
5	117	1458	1	
6	117	605	1	
7	117	981	1	
8	117	422	1	
9	117	31	1	
10	117	1524	1	
1	118	230	1	
2	118	702	1	
3	118	1261	1	
4	118	1437	1	
5	118	535	1	
6	118	1285	1	
7	118	191	1	
8	118	905	1	
9	118	979	1	
10	118	646	1	
1	119	230	1	
2	119	702	1	
3	119	1261	1	4.0
4	119	1437	1	
5	119	535	1	
6	119	1285	1	
7	119	191	1	
8	119	905	1	
9	119	979	1	
10	119	646	1	
1	120	346	1	
2	120	1623	1	
3	120	1252	1	
4	120	1472	1	
5	120	1300	1	
6	120	1125	1	
7	120	217	1	
8	120	449	1	
9	120	1566	1	
10	120	539	1	
1	121	1093	1	
2	121	346	1	
3	121	1090	1	
4	121	65	1	
5	121	1323	1	
6	121	235	1	1.0
7	121	1023	1	
8	121	538	1	
9	121	1269	1	
10	121	1619	1	
1	122	1093	1	
2	122	346	1	
3	122	1090	1	
4	122	65	1	
5	122	1323	1	
6	122	235	1	
7	122	1023	1	
8	122	538	1	
9	122	1269	1	
10	122	1619	1	
1	123	1302	1	
2	123	877	1	
3	123	1301	1	
4	123	933	1	
5	123	856	1	
6	123	162	1	
7	123	1268	1	
8	123	656	1	
9	123	1341	1	
10	123	1168	1	
1	124	1177	1	
2	124	1082	1	
3	124	1318	1	
4	124	668	1	
5	124	1458	1	
6	124	605	1	
7	124	981	1	
8	124	422	1	
9	124	31	1	
10	124	1524	1	
1	125	1177	1	
2	125	1082	1	
3	125	1318	1	
4	125	668	1	
5	125	1458	1	
6	125	605	1	
7	125	981	1	
8	125	422	1	
9	125	31	1	
10	125	1524	1	
1	126	54	1	
2	126	814	1	
3	126	1321	1	
4	126	172	1	
5	126	1247	1	
6	126	444	1	
7	126	749	1	
8	126	155	1	
9	126	1264	1	
10	126	80	1	
1	127	346	1	
2	127	1623	1	
3	127	1252	1	
4	127	1472	1	
5	127	1300	1	
6	127	1125	1	
7	127	217	1	
8	127	449	1	4.0
9	127	1566	1	
10	127	539	1	
1	128	346	1	
2	128	1623	1	
3	128	1252	1	
4	128	1472	1	
5	128	1300	1	
6	128	1125	1	
7	128	217	1	
8	128	449	1	
9	128	1566	1	
10	128	539	1	
1	129	503	1	
2	129	1208	1	
3	129	1297	1	
4	129	1317	1	
5	129	1002	1	
6	129	210	1	
7	129	597	1	
8	129	441	1	
9	129	471	1	
10	129	1182	1	
1	130	1302	1	
2	130	877	1	
3	130	1301	1	
4	130	933	1	
5	130	856	1	
6	130	162	1	
7	130	1268	1	
8	130	656	1	
9	130	1341	1	
10	130	1168	1	
1	131	1302	1	
2	131	877	1	
3	131	1301	1	
4	131	933	1	
5	131	856	1	
6	131	162	1	
7	131	1268	1	
8	131	656	1	
9	131	1341	1	
10	131	1168	1	
1	132	893	1	
2	132	1365	1	
3	132	609	1	
4	132	1016	1	
5	132	78	1	
6	132	1033	1	
7	132	1556	1	
8	132	445	1	
9	132	972	1	
10	132	780	1	
1	133	54	1	
2	133	814	1	
3	133	1321	1	
4	133	172	1	
5	133	1247	1	
6	133	444	1	
7	133	749	1	4.0
8	133	155	1	
9	133	1264	1	
10	133	80	1	
1	134	54	1	
2	134	814	1	
3	134	1321	1	
4	134	172	1	
5	134	1247	1	
6	134	444	1	
7	134	749	1	
8	134	155	1	
9	134	1264	1	
10	134	80	1	
1	135	735	1	
2	135	1533	1	
3	135	1380	1	
4	135	776	1	
5	135	1584	1	
6	135	34	1	
7	135	376	1	
8	135	1112	1	
9	135	1633	1	
10	135	380	1	
1	136	503	1	
2	136	1208	1	
3	136	1297	1	
4	136	1317	1	
5	136	1002	1	
6	136	210	1	
7	136	597	1	
8	136	441	1	
9	136	471	1	
10	136	1182	1	
1	137	503	1	
2	137	1208	1	
3	137	1297	1	
4	137	1317	1	
5	137	1002	1	
6	137	210	1	5.0
7	137	597	1	5.0
8	137	441	1	
9	137	471	1	
10	137	1182	1	
1	138	996	1	
2	138	629	1	
3	138	158	1	
4	138	355	1	
5	138	278	1	
6	138	921	1	
7	138	1245	1	
8	138	483	1	5.0
9	138	555	1	
10	138	286	1	
1	139	893	1	
2	139	1365	1	
3	139	609	1	
4	139	1016	1	
5	139	78	1	
6	139	1033	1	
7	139	1556	1	
8	139	445	1	
9	139	972	1	
10	139	780	1	
1	140	893	1	
2	140	1365	1	
3	140	609	1	
4	140	1016	1	
5	140	78	1	
6	140	1033	1	
7	140	1556	1	
8	140	445	1	
9	140	972	1	
10	140	780	1	
1	141	1492	1	
2	141	664	1	
3	141	553	1	
4	141	987	1	
5	141	7	1	5.0
6	141	333	1	5.0
7	141	1137	1	
8	141	1041	1	
9	141	604	1	
10	141	436	1	
1	142	735	1	
2	142	1533	1	
3	142	1380	1	
4	142	776	1	
5	142	1584	1	
6	142	34	1	
7	142	376	1	
8	142	1112	1	
9	142	1633	1	
10	142	380	1	
1	143	735	1	
2	143	1533	1	
3	143	1380	1	
4	143	776	1	
5	143	1584	1	
6	143	34	1	
7	143	376	1	
8	143	1112	1	
9	143	1633	1	
10	143	380	1	
1	144	707	1	3.0
2	144	1599	1	
3	144	1244	1	
4	144	1311	1	
5	144	1015	1	
6	144	64	1	5.0
7	144	319	1	3.0
8	144	1560	1	
9	144	1623	1	
10	144	1187	1	
1	145	996	1	
2	145	629	1	
3	145	158	1	
4	145	355	1	3.0
5	145	278	1	4.0
6	145	921	1	
7	145	1245	1	5.0
8	145	483	1	
9	145	555	1	
10	145	286	1	3.0
1	146	996	1	
2	146	629	1	
3	146	158	1	
4	146	355	1	
5	146	278	1	
6	146	921	1	
