60449518t114790	17028	4.0
22602013t24848	41001	2.0
16049245t16636	101500	1.0
33497714t41862	1387	1.0
41478645t57322	2333	1.0
4136023t3660	14899	3.0
15858431t16411	290954	2.0
3406970t3009	5711	2.0
8785389t8483	11183	5.0
48015785t73746	72128	1.0
34978055t44625	16490	2.0
1189777t982	3834	2.0
24112146t26939	5351	1.0
26871948t30829	2477	2.0
38147671t50528	8146	198.0
38218138t50685	6401	11.0
23645092t26270	2154	9.0
35839602t46205	364434	1.0
10722983t10677	103000	1.0
19075826t20274	153028	9.0
21504507t23393	30835	3.0
33385764t41654	2556	6.0
47943513t73525	483	9.0
21548466t23444	19166	1.0
11862982t11915	66461	1.0
54157416t92699	353	1.0
44915633t65499	124	8.0
7948653t7601	117184	23.0
38521142t51286	17411	1.0
14214364t14605	9104	26.0
25021464t28194	3210	2.0
14645817t15073	64057	2.0
59057208t108870	9507	2.0
30910793t37117	571386	7.0
22406100t24584	214430	32.0
23589345t26220	14702	1.0
42785203t60323	214595	1.0
16938745t17713	23253	7.0
16433391t17085	185	1.0
12095996t12176	460	32.0
26592447t30427	43098	2.0
54446867t93614	15717	3.0
23788444t26478	15586	17.0
41353563t57050	5378	9.0
16644697t17353	212718	12.0
19414083t20711	5257	17.0
17932300t18884	181455	2.0
21058864t22823	3902	9.0
51080646t83319	97453	1.0
49516544t78342	178	1.0
4664256t4175	254753	1.0
50121110t80420	5567	24.0
929964t754	21033	1.0
54366588t93348	31074	2.0
2663496t2302	209479	2.0
58910059t108357	2503	2.0
3584247t3174	119300	25.0
4856955t4358	21129	109.0
41329421t56997	386	4.0
39691519t53707	2344	3.0
219321t181	99579	1.0
58415726t106595	1535	1.0
33995582t42762	109639	6.0
16253830t16881	153516	27.0
33848292t42490	23570	1.0
27799968t32228	9543	8.0
3439668t3041	447361	3.0
7178180t6800	379489	2.0
40652232t55610	6998	42.0
15806044t16355	33036	1.0
42925864t60668	14303	1.0
3632039t3216	129405	1.0
11860489t11913	42784	1.0
11170203t11163	1310	1.0
55336460t96384	149710	6.0
34882882t44431	137744	1.0
44628917t64761	72765	3.0
60451408t114800	9887	9.0
59085768t108990	14374	1.0
34171699t43138	65438	130.0
40989507t56295	3422	1.0
47669521t72704	8975	5.0
9109722t8841	15794	1.0
1575139t1324	14921	9.0
53271286t89936	74069	1.0
328724t267	36764	2.0
52413238t87187	344052	1.0
17486894t18336	2870	1.0
48636640t75561	28169	15.0
45568089t67087	193904	28.0
4883224t4386	391391	1.0
12929325t13096	20391	123.0
36703476t47795	3741	4.0
56396526t99752	31729	1.0
27831603t32277	2381	1.0
16387907t17032	26487	2.0
52476243t87382	163490	2.0
650462t543	102941	1.0
12598684t12726	5207	1.0
5734472t5207	53146	32.0
35763268t46078	75749	13.0
55967498t98438	9608	1.0
13137195t13342	39012	1.0
56244190t99284	102912	1.0
34779969t44229	81939	4.0
49722648t79177	94671	3.0
43482162t61952	2481	1.0
50847174t82617	14175	2.0
40587335t55467	2154	1.0
59407384t110305	2512	1.0
50818480t82521	8830	4.0
38242327t50738	283	52.0
30255773t36071	12066	4.0
52774677t88331	368	7.0
484039t407	3568	13.0
41490034t57343	25031	7.0
46033372t68296	10828	5.0
26282590t29964	87615	2.0
23440715t26026	32738	339.0
55164657t95835	7427	2.0
32659504t40044	56244	2.0
50653793t82028	3632	1.0
16288472t16920	70605	1.0
47549804t72362	402016	2.0
26735384t30633	54843	5.0
28089693t32666	1706	2.0
40851533t56004	8994	6.0
18510697t19599	25064	3.0
30841792t36995	76464	1.0
41632517t57638	126899	1.0
46779199t70268	3439	1.0
50662712t82053	91357	1.0
48119423t74020	126221	1.0
26333098t30036	5890	10.0
40032022t54354	211126	5.0
39441125t53156	991	37.0
14816927t15260	15881	1.0
9910353t9761	472	286.0
49945341t79906	5225	1.0
38770652t51797	32034	1.0
15917965t16476	42991	257.0
19783519t21158	85502	3.0
35337034t45292	3504	2.0
45972012t68123	329470	6.0
32359269t39552	132833	2.0
52334464t86959	148496	1.0
55350211t96438	2791	129.0
28462892t33244	9661	1.0
48030079t73774	44207	1.0
939031t761	11335	2.0
40349257t54999	43697	2.0
6366794t5890	85874	1.0
57153208t102245	214375	1.0
32543910t39870	444869	41.0
54759509t94589	144807	1.0
40884014t56082	12061	2.0
16771151t17508	38494	1.0
53036089t89164	3625	4.0
29856814t35420	178143	1.0
18570208t19664	8908	3.0
60242820t113910	48069	2.0
12233364t12326	8488	1.0
38348030t50959	8921	2.0
50288533t80870	3339	7.0
33104268t41029	7449	1.0
23128717t25585	40143	2.0
26305327t29994	324770	1.0
47421503t72061	101286	1.0
57147474t102224	17312	7.0
52923173t88792	16369	3.0
10570612t10510	3267	2.0
799641t656	8948	4.0
46880984t70538	30298	532.0
54353208t93298	25018	1.0
47790294t73030	43554	79.0
31976338t38870	8104	25.0
9836353t9674	8919	218.0
18509388t19599	282	33.0
9746543t9564	2755	5.0
13729250t14038	55592	1.0
23876756t26616	64759	2.0
37562259t49405	19633	1.0
11618564t11637	23145	1.0
27513357t31794	405426	1.0
9674530t9490	415	7.0
51114459t83412	210963	4.0
12107765t12186	16738	1.0
30244612t36053	1509	1.0
36932647t48226	2363	5.0
18085963t19089	42447	4.0
33746640t42287	499	14.0
57684243t104059	136900	1.0
16799358t17550	122783	18.0
9753626t9567	89213	2.0
39651794t53608	211133	4.0
379392t306	100709	4.0
42192653t58923	11753	21.0
35390460t45396	237076	4.0
54541657t93902	98	4.0
49809597t79479	16418	94.0
29224278t34391	7478	17.0
30270148t36084	17977	1.0
33132708t41095	2311	40.0
31120689t37464	49958	5.0
42250044t59058	223	18.0
12573115t12700	25185	11.0
23307309t25835	56758	1.0
2148330t1851	44126	2.0
28540669t33359	16113	12.0
27240911t31386	8467	1.0
21062501t22829	24479	1.0
32603465t39963	9122	8.0
15917950t16476	29326	4.0
34891343t44452	4125	1.0
47493032t72253	5510	3.0
48797112t76077	21931	9.0
43821478t62743	291604	13.0
13042939t13240	5916	3.0
25767100t29245	3817	6.0
19403055t20695	4471	3.0
29205526t34371	5015	90.0
54742448t94533	478746	2.0
15567223t16085	214887	7.0
21579000t23479	15450	2.0
13953920t14316	1787	8.0
27495206t31769	4839	7.0
7022979t6633	76675	1.0
51607874t84866	2417	24.0
10124582t10006	242026	5.0
2078134t1789	43308	3.0
41435035t57213	188463	1.0
9382007t9171	362196	3.0
50330623t80995	2655	2.0
50366396t81129	2557	1.0
18014994t18998	138	84.0
54854852t94892	1275	2.0
30851155t37008	522541	75.0
10368592t10275	132	119.0
51031158t83172	6307	1.0
11730487t11766	73684	1.0
44803237t65212	116569	1.0
15064550t15540	19765	1.0
44349376t64078	958	1.0
35864446t46260	1716	1.0
10104279t9991	4793	3.0
30498924t36467	109271	3.0
722t1	3847	1.0
22433611t24619	4887	2.0
6868238t6454	9444	3.0
54546631t93913	137274	1.0
60495881t114951	3171	1.0
20394527t21929	8039	1.0
38414681t51093	188942	3.0
6101299t5596	13882	5.0
10187450t10082	217963	1.0
19546652t20890	20236	39.0
6501041t6027	22117	5.0
36239006t46939	18674	1.0
26565427t30375	14848	2.0
50776867t82382	1923	1.0
17715877t18629	6524	1.0
46436743t69314	1915	14.0
3576842t3173	3964	1.0
47723206t72839	378541	4.0
55791245t97875	2742	1.0
58221285t105934	39356	2.0
17692575t18600	15986	6.0
40118311t54532	77886	2.0
26947698t30939	269991	2.0
21564691t23457	30845	89.0
19250764t20515	23791	1.0
31890332t38711	2427	1.0
5808830t5302	1653	1.0
20972360t22708	33653	9.0
30030220t35710	377209	3.0
5264563t4771	437693	1.0
2596567t2253	68519	1.0
13254121t13488	5908	21.0
5815027t5309	197880	1.0
23092419t25535	137	2.0
22117392t24199	61160	3.0
45862388t67873	397712	9.0
41957636t58359	5267	1.0
4445905t3952	194856	1.0
5376181t4874	14658	32.0
27480498t31746	4333	3.0
41569871t57499	666	5.0
14732443t15160	8518	1.0
32361103t39555	146910	1.0
47244880t71576	34928	1.0
43916262t62986	2747	1.0
52124303t86319	6558	1.0
53653359t91153	3211	2.0
58538429t107032	3325	1.0
17153968t17957	450562	10.0
49212275t77263	23771	2.0
31795664t38561	10443	1.0
3119697t2740	5819	1.0
373478t303	248285	1.0
18189043t19219	56922	10.0
32987428t40755	4866	1.0
43087393t61055	1939	2.0
19780409t21154	495344	1.0
23553748t26168	146302	1.0
47193037t71424	241	108.0
18187206t19218	41823	3.0
54279203t93085	4740	2.0
39774373t53878	152756	1.0
10190920t10088	8988	2.0
29987307t35637	437670	1.0
29471966t34800	28	20.0
17636015t18526	43840	1.0
19474329t20794	47	122.0
39079641t52428	16401	2.0
8928996t8640	56391	1.0
61012077t117240	441	11.0
48833893t76180	3625	5.0
47708772t72802	10156	33.0
18477673t19561	77352	1.0
52234438t86657	130088	1.0
39230874t52732	30180	5.0
31519042t38119	73710	1.0
31727359t38448	1817	8.0
7115219t6737	71807	48.0
614135t507	17502	748.0
2475167t2136	131840	1.0
48320491t74616	139240	18.0
46742685t70162	34003	6.0
27326444t31505	79084	5.0
60326269t114268	9031	15.0
3899932t3435	3899	10.0
31595040t38244	45484	1.0
6480617t6008	78496	1.0
54353793t93301	3084	14.0
57697286t104096	102228	2.0
12209044t12301	7048	1.0
37714283t49679	9748	2.0
49181701t77192	16850	3.0
43026715t60904	71262	1.0
61178914t118069	2331	1.0
40386595t55078	196885	1.0
2585219t2239	23433	2.0
17969633t18932	83904	1.0
25259951t28536	106091	1.0
57361849t102970	1685	3.0
30067497t35772	167405	2.0
6359151t5882	2658	2.0
45694724t67406	13416	6.0
45757998t67568	7429	1.0
54845331t94861	321	43.0
49529683t78393	69818	6.0
23513934t26116	274	30.0
8936568t8651	209064	13.0
6922002t6526	37375	1.0
59821829t112064	13460	1.0
29764850t35255	13961	2.0
22495592t24710	4442	3.0
54469975t93695	25960	2.0
1387252t1169	40673	1.0
61371196t119062	32037	1.0
8002929t7652	2742	1.0
1671744t1410	13367	34.0
30148961t35904	2065	13.0
43303648t61538	12864	1.0
1108562t901	8291	545.0
39822015t53956	16706	242.0
10666101t10621	157377	2.0
5375687t4874	1907	70.0
52983557t88988	2147	1.0
7541147t7203	37477	2.0
35907417t46340	4361	1.0
24574871t27605	2	5.0
20170856t21656	4040	3.0
48640023t75569	12336	11.0
12870055t13025	21923	1.0
13959981t14323	722	13.0
8708914t8399	71128	17.0
56304032t99472	116539	2.0
43291983t61515	280939	1.0
57778794t104383	3825	1.0
39660541t53630	32348	5.0
31721783t38435	2664	1.0
47158271t71310	1446	1.0
35670348t45918	202	6.0
57609342t103817	25449	2.0
6566033t6093	304995	17.0
9095116t8827	289319	1.0
13310771t13550	50153	10.0
49446170t78053	49714	1.0
34007638t42792	166	1353.0
38906660t52075	9197	1.0
55560813t97159	7285	2.0
51163617t83546	5921	9.0
6119669t5616	5800	16.0
36615399t47612	32163	1.0
49388964t77816	1887	1.0
9682427t9501	35614	19.0
29892755t35478	61270	1.0
110406t91	11722	27.0
11589426t11612	2811	3.0
51717961t85179	2895	1.0
35824423t46179	236080	1.0
17782553t18707	30432	2.0
19501846t20831	521974	1.0
52627358t87848	9072	4.0
48863309t76275	2908	2.0
32700581t40114	99314	1.0
37451399t49207	1926	3.0
24603268t27637	5728	1.0
1229250t1017	4321	17.0
3493410t3093	66375	1.0
12916189t13080	210310	89.0
45774172t67607	5940	4.0
40153451t54598	112338	26.0
17285858t18115	102236	1.0
15542389t16058	55999	2.0
42757482t60254	366730	2.0
19756742t21132	19634	1.0
12300466t12407	186934	2.0
52725393t88157	24995	1.0
16280895t16914	14771	3.0
44542656t64548	368	87.0
16202975t16823	184858	11.0
53969640t92155	15012	1.0
17961830t18922	86590	1.0
18315577t19371	7305	1.0
11552196t11578	10936	1.0
53446165t90502	15566	15.0
27748663t32152	583598	1.0
35493478t45590	18777	4.0
58100523t105533	9026	1.0
33753002t42296	12478	8.0
43168834t61251	5674	8.0
6208776t5712	8501	1.0
29210522t34376	305817	1.0
39085025t52439	72647	7.0
3735214t3278	127305	1.0
59414211t110318	110903	3.0
42247485t59050	18187	1.0
4067601t3603	37038	1.0
20365103t21891	52068	1.0
56207455t99172	2427	2.0
10001474t9870	132879	1.0
32213377t39257	87786	3.0
22839778t25177	70715	3.0
57694625t104090	31993	1.0
39270387t52807	43642	1.0
20748950t22390	83150	15.0
13238475t13468	7497	24.0
59165835t109316	18073	2.0
27422305t31661	4036	1.0
55413469t96638	30165	2.0
3246520t2852	1163	1.0
48326354t74629	5845	8.0
12271434t12371	407	1.0
20655435t22275	240765	1.0
33459147t41807	15150	1.0
44851564t65337	34171	4.0
12969331t13131	3478	3.0
55917788t98249	11350	1.0
46558509t69633	15389	33.0
10445247t10369	500	7.0
51725657t85193	74262	1.0
37659259t49571	145921	3.0
47815955t73113	8906	6.0
35061653t44788	2685	34.0
26610864t30447	9010	361.0
18311175t19365	312689	1.0
34666074t44027	562	3.0
17218459t18034	191	15.0
6282166t5792	27102	2.0
33803611t42403	3065	1.0
44261948t63871	57587	1.0
41412299t57157	51643	3.0
17250701t18072	86967	1.0
7288258t6925	55739	7.0
18756007t19887	20870	1.0
7361911t7007	263464	3.0
44359610t64099	64131	4.0
18701648t19818	485022	1.0
60019639t112922	16358	30.0
6015082t5499	201041	1.0
3164299t2778	21154	1.0
8319549t8003	1539	1.0
50424032t81290	13941	5.0
6962644t6571	29307	2.0
35494715t45594	4387	5.0
9301491t9088	377824	7.0
17565386t18433	291960	20.0
28661540t33535	376141	1.0
33459875t41808	76204	1.0
40859220t56021	4618	2.0
43535679t62073	9120	1.0
19776014t21150	1925	1.0
48980985t76653	8543	13.0
10290665t10194	94316	2.0
58655469t107451	20816	2.0
15059859t15537	3676	1.0
31872977t38678	56153	4.0
17449857t18300	14276	255.0
57122189t102139	453	1.0
3873108t3413	357919	2.0
12304129t12417	53028	15.0
25083368t28278	6748	2.0
52952721t88892	2345	2.0
16112456t16711	8997	2.0
17896644t18846	150107	2.0
20596277t22204	31085	1.0
58942218t108480	474	4.0
42961765t60754	37805	1.0
40959709t56225	500583	5.0
12280030t12382	66533	1.0
40863672t56026	76894	1.0
44250148t63842	1537	1.0
53254675t89878	7055	1.0
57720140t104186	133029	3.0
55555044t97141	16106	2.0
8114619t7781	69755	1.0
55951194t98365	113116	3.0
30765818t36872	16181	72.0
49644659t78875	244	4.0
57167688t102307	294	1.0
1239663t1025	29735	1.0
53594434t90971	22561	7.0
22001994t24045	189848	3.0
821878t674	3579	3.0
4311249t3827	11490	11.0
6650489t6184	200974	1.0
12903412t13058	5709	1.0
40931073t56163	9178	4.0
19463826t20777	312	4.0
31984071t38881	140440	2.0
51334455t84042	48984	8.0
26072195t29664	122047	1.0
37906632t50040	20707	6.0
40597922t55483	15807	2.0
18255495t19289	375	1.0
54620397t94149	274449	1.0
7563484t7228	3479	5.0
50922639t82849	403973	11.0
15140853t15627	2281	160.0
11177941t11171	64874	20.0
8309692t7984	48450	12.0
45157341t66031	56655	1.0
10892745t10846	3985	18.0
53412290t90385	106232	1.0
30088291t35803	264560	1.0
24544682t27558	2785	48.0
13165396t13375	28465	1.0
37575333t49431	2084	28.0
52175943t86488	5843	16.0
42900093t60600	92498	81.0
45891067t67945	683	3.0
32979452t40736	49318	8.0
37050137t48428	214530	3.0
56806729t101039	45	4.0
38591645t51446	52259	9.0
60587705t115310	1529	1.0
32176772t39201	40312	14.0
3377402t2973	1236	1.0
13430495t13686	49835	7.0
3579213t3174	9926	1.0
27162158t31258	4186	1.0
55254779t96136	324159	3.0
25515578t28915	5764	3.0
57434120t103205	9477	12.0
21636753t23547	2417	1.0
56528464t100156	297761	12.0
50804430t82482	88384	1.0
27973657t32461	1935	25.0
16956211t17732	47344	1.0
46942044t70709	181907	2.0
42777191t60305	5882	1.0
29074330t34163	31574	6.0
36596300t47576	8288	40.0
49923388t79834	1538	3.0
37241676t48793	34835	7.0
20383436t21917	12087	1.0
19460263t20775	16056	1.0
35457131t45525	9422	9.0
29063936t34149	16178	4.0
21445685t23321	5454	5.0
18091425t19094	4348	78.0
37031837t48403	73712	1.0
46213688t68740	6613	3.0
27204712t31333	31444	8.0
42166106t58858	6055	202.0
41093916t56496	323963	4.0
10941010t10897	6841	14.0
34841306t44354	157783	12.0
59509024t110751	7437	2.0
12454824t12582	32057	1.0
50997258t83081	368586	1.0
37254143t48820	7538	1.0
45714707t67460	15930	1.0
55714875t97651	13865	3.0
19483155t20811	4749	103.0
47640406t72615	181212	3.0
46942111t70709	230888	11.0
7238610t6871	40100	4.0
47140525t71256	30680	4.0
12104858t12184	183417	3.0
5043393t4549	93082	61.0
58584380t107201	49302	7.0
60395063t114567	1640	1.0
13529358t13809	38420	15.0
40378219t55059	8290	7.0
27536498t31829	39133	1.0
14743792t15174	70720	7.0
47422613t72063	400	1.0
58291116t106160	273	1.0
45366482t66552	133914	2.0
28405547t33153	247	744.0
17483166t18329	15232	1.0
15728626t16257	4756	2.0
54116794t92575	6078	1.0
42892771t60582	2747	64.0
26429930t30177	2681	14.0
30379649t36251	167131	1.0
2351140t2037	13696	63.0
6472546t5999	8425	4.0
5127981t4648	40931	1.0
4087465t3620	2784	38.0
16271534t16904	1840	1.0
52707886t88101	50727	1.0
47057383t71022	10447	1.0
6017983t5502	30557	53.0
23725064t26379	121936	2.0
46099169t68429	5674	12.0
2191789t1892	2213	1.0
28507192t33303	29594	7.0
52445667t87280	49561	24.0
39755467t53831	42558	67.0
29674526t35113	26486	6.0
13346791t13589	7449	141.0
35400534t45417	1528	1.0
25786559t29271	2696	1.0
50634647t81970	2334	1.0
58254258t106047	3935	9.0
6602024t6126	3926	13.0
57304350t102766	138511	1.0
53394757t90327	1809	1.0
51298112t83942	2666	4.0
33422856t41733	12374	18.0
33273073t41424	29847	17.0
53824300t91693	13488	1.0
43588608t62205	422	2.0
40175702t54645	530199	1.0
26546839t30343	35186	3.0
9976202t9842	184855	9.0
31396969t37921	4071	119.0
38964619t52194	16722	1.0
21253702t23049	7414	12.0
36851497t48067	28565	29.0
57052425t101891	208778	1.0
12754788t12904	9257	3.0
42070900t58640	176343	1.0
53073135t89286	3020	2.0
21667949t23592	6068	1.0
61428100t119395	51169	1.0
54814178t94751	5205	5.0
10581918t10520	3851	8.0
19771436t21143	43560	1.0
43801923t62698	5909	40.0
29826375t35362	1924	2.0
28704807t33597	18400	2.0
47249489t71590	40278	1.0
48645873t75589	3235	15.0
10551110t10481	13752	58.0
11185504t11177	6711	2.0
21278013t23083	35331	5.0
22557576t24787	14282	13.0
44926774t65521	37506	1.0
48513762t75196	62101	1.0
36205409t46871	190177	4.0
43691325t62433	71293	3.0
41430803t57204	234	7.0
46282785t68932	5281	2.0
56099491t98844	3815	2.0
5842615t5337	143166	14.0
31406055t37937	4295	11.0
1409911t1187	27187	1.0
19784815t21159	288976	93.0
54239413t92950	14930	2.0
47213280t71477	56347	5.0
33042086t40880	45343	22.0
42886629t60562	52963	1.0
42550540t59763	12315	19.0
58821886t108045	18957	3.0
10436593t10356	94882	1.0
44075764t63409	3759	1.0
2747511t2375	4402	1.0
47642032t72622	8263	3.0
42517168t59682	136301	2.0
24835587t27966	1535	53.0
48044688t73799	3026	7.0
54655312t94245	3852	15.0
30784874t36910	24022	4.0
9440572t9229	14427	1.0
25184302t28430	53565	1.0
38903972t52071	13627	39.0
51292555t83922	19937	1.0
35151201t44945	11716	2.0
59575558t111034	272563	1.0
3730899t3273	137961	29.0
8053638t7708	10174	14.0
12179929t12272	355302	1.0
32014428t38923	7316	3.0
13212027t13431	294	1705.0
18811210t19952	2251	6.0
32150205t39148	60948	75.0
35579284t45760	12366	3.0
26158513t29775	273303	1.0
14808735t15254	221151	1.0
12077477t12152	2381	92.0
55849569t98023	14265	6.0
22622522t24867	3953	18.0
1127057t917	443164	1.0
22913939t25279	9012	271.0
6116327t5610	23544	2.0
56150942t99005	2709	2.0
7637898t7296	13122	1.0
14898749t15354	51567	1.0
50569313t81761	343120	4.0
55086980t95619	2783	1.0
51160239t83540	5467	4.0
48677777t75689	8047	1.0
8322733t8006	5896	1.0
25136489t28357	25912	3.0
35070919t44803	7713	1.0
38855504t51964	31973	1.0
26695984t30565	106740	54.0
24989280t28150	23997	1.0
963155t782	101292	1.0
26532861t30329	3936	1.0
18921196t20080	92618	14.0
60800889t116227	354	1.0
44356625t64094	5511	2.0
47711662t72810	14401	3.0
6508387t6037	136	108.0
36470847t47349	39130	33.0
30815746t36959	36771	3.0
43553871t62116	32204	1.0
13725200t14033	10449	1.0
7630666t7289	34711	1.0
43901979t62955	5843	13.0
15571613t16089	1907	15.0
57479900t103362	3584	4.0
44928948t65529	2	7.0
39603136t53506	15535	1.0
57190388t102385	85243	1.0
26885556t30856	9472	9.0
15474572t15993	1057	5.0
6813636t6385	21631	11.0
18413109t19488	24908	20.0
19394325t20685	3978	3.0
32215445t39260	113712	3.0
6455107t5978	3964	1.0
45272273t66305	3020	1.0
33083303t40982	14457	1.0
34055060t42893	12232	3.0
31700369t38401	2146	1.0
27332759t31512	14301	14.0
11418118t11411	241	78.0
13023012t13215	265	157.0
18343612t19406	38892	1.0
32778755t40259	11226	6.0
31149536t37504	3477	2.0
59216977t109506	3979	26.0
25752699t29230	4806	7.0
57510212t103483	3893	7.0
21749890t23705	273073	1.0
54081610t92471	1846	1.0
43420181t61819	34723	1.0
39169827t52609	46350	14.0
57764783t104340	54787	2.0
55065669t95550	4415	3.0
36142555t46761	18272	1.0
27863954t32302	17515	9.0
4074183t3608	3437	3.0
39241228t52753	19221	3.0
8327115t8010	59740	2.0
42802521t60358	19542	1.0
33154047t41145	229020	1.0
14090729t14469	2292	5.0
61094502t117622	8778	2.0
15907286t16465	2340	1.0
8418397t8102	9122	1.0
15872941t16435	4575	1.0
61335566t118854	14165	26.0
60847710t116415	10635	2.0
47087114t71117	50149	15.0
44984880t65648	557013	1.0
16230370t16858	48227	1.0
46358278t69126	74	23.0
54311355t93178	29068	3.0
6038810t5529	21422	1.0
1506473t1261	49377	5.0
44712654t64955	56363	2.0
57245534t102551	173976	1.0
52149222t86417	78471	2.0
7375784t7025	56914	22.0
57028719t101806	31554	1.0
48426744t74940	4390	57.0
30252585t36065	84	64.0
5675868t5162	31828	3.0
31167389t37536	335306	7.0
56495715t100056	136	2.0
60962874t116991	285	10.0
2817966t2440	386249	1.0
15740664t16275	34037	6.0
51406669t84298	10	1.0
56760883t100902	386	2.0
51550577t84715	59540	1.0
60739797t115954	6586	5.0
42691063t60108	62052	2.0
35120357t44880	305950	2.0
35043207t44754	25019	1.0
23539975t26148	71712	7.0
59243394t109616	525711	1.0
59557159t110964	15186	1.0
56128020t98943	18915	32.0
12044818t12127	17153	19.0
4617784t4127	1291	1.0
10287209t10188	77328	2.0
6811801t6382	8060	8.0
41449661t57253	43341	2.0
50951280t82944	456429	1.0
32412077t39652	28	66.0
48464417t75038	11336	48.0
26903586t30880	533681	2.0
45969479t68123	114	6.0
7810523t7464	37386	1.0
14953183t15428	9537	1.0
20303192t21822	5902	2.0
53896990t91914	3815	41.0
18432440t19509	8502	13.0
23757924t26430	3713	3.0
35241226t45112	25023	2.0
1653198t1387	68615	137.0
12227774t12322	2221	1.0
12566674t12695	36966	1.0
47003281t70884	41771	49.0
21778043t23739	15158	1.0
12754752t12904	8967	1.0
6146005t5647	22059	1.0
17647583t18545	276	648.0
47834678t73156	14672	1.0
29529776t34887	1658	7.0
35681668t45942	553677	16.0
20569276t22170	13630	2.0
11684994t11708	11331	3.0
39280248t52825	455	2.0
39746868t53814	18570	3.0
54429760t93539	3855	1.0
56966437t101576	134553	1.0
26467585t30236	3824	1.0
31832043t38621	15690	1.0
44977565t65638	7568	1.0
51137694t83481	313	14.0
20325096t21843	91787	7.0
8502011t8193	252348	1.0
49876664t79662	67963	6.0
31809267t38578	2486	10.0
3070842t2691	4887	3.0
51377625t84178	528277	1.0
13092951t13290	480211	16.0
6035328t5523	11570	9.0
48293045t74519	516190	1.0
46937522t70698	8747	244.0
24734796t27827	38378	1.0
49435184t78012	19491	1.0
34995201t44656	1560	3.0
