rank	user	item	score	rating
2	53	735	1	
3	53	1338	1	
4	53	1608	1	
5	53	223	1	
6	53	1171	1	
7	53	1575	1	
8	53	1010	1	
9	53	179	1	
10	53	426	1	
1	54	604	1	
2	54	261	1	
3	54	905	1	
4	54	1370	1	
5	54	206	1	
6	54	1412	1	
7	54	435	1	
8	54	1097	1	
9	54	659	1	
10	54	947	1	
1	55	538	1	
2	55	735	1	
3	55	1338	1	
4	55	1608	1	
5	55	223	1	
6	55	1171	1	
7	55	1575	1	
8	55	1010	1	
9	55	179	1	
10	55	426	1	
1	56	16	1	
2	56	1163	1	
3	56	1490	1	
4	56	431	1	
5	56	1269	1	
6	56	1212	1	
7	56	807	1	
8	56	949	1	
9	56	716	1	
10	56	198	1	
1	57	604	1	
2	57	261	1	
3	57	905	1	
4	57	1370	1	
5	57	206	1	
6	57	1412	1	
7	57	435	1	
8	57	1097	1	
9	57	659	1	
10	57	947	1	
1	58	530	1	
2	58	324	1	
3	58	666	1	
4	58	1414	1	
5	58	1264	1	
6	58	1673	1	
7	58	809	1	
8	58	70	1	4.0
9	58	607	1	
10	58	357	1	
1	59	16	1	
2	59	1163	1	
3	59	1490	1	
4	59	431	1	4.0
5	59	1269	1	
6	59	1212	1	
7	59	807	1	
8	59	949	1	
9	59	716	1	
10	59	198	1	5.0
1	60	1433	1	
2	60	372	1	
3	60	705	1	4.0
4	60	484	1	5.0
5	60	651	1	
6	60	375	1	
7	60	1526	1	
8	60	745	1	5.0
9	60	383	1	
10	60	1492	1	
1	61	530	1	
2	61	324	1	
3	61	666	1	
4	61	1414	1	
5	61	1264	1	
6	61	1673	1	
7	61	809	1	
8	61	70	1	
9	61	607	1	
10	61	357	1	
1	62	1433	1	
2	62	372	1	
3	62	705	1	
4	62	484	1	
5	62	651	1	4.0
6	62	375	1	
7	62	1526	1	
8	62	745	1	
9	62	383	1	
10	62	1492	1	
1	63	9	1	
2	63	462	1	
3	63	1474	1	
4	63	1173	1	
5	63	532	1	
6	63	457	1	
7	63	1121	1	
8	63	1107	1	
9	63	728	1	
10	63	1053	1	
1	64	9	1	4.0
2	64	462	1	
3	64	1474	1	
4	64	1173	1	
5	64	532	1	
6	64	457	1	
7	64	1121	1	
8	64	1107	1	
9	64	728	1	
10	64	1053	1	
1	65	1138	1	
2	65	589	1	
3	65	1642	1	
4	65	1072	1	
5	65	651	1	4.0
6	65	533	1	
7	65	1187	1	
8	65	503	1	
9	65	784	1	
10	65	1144	1	
1	66	1138	1	
2	66	589	1	
3	66	1642	1	
4	66	1072	1	
5	66	651	1	
6	66	533	1	
7	66	1187	1	
8	66	503	1	
9	66	784	1	
10	66	1144	1	
1	67	625	1	
2	67	405	1	5.0
3	67	1069	1	
4	67	1365	1	
5	67	785	1	
6	67	368	1	
7	67	706	1	
8	67	30	1	
9	67	530	1	
10	67	1354	1	
1	68	625	1	
2	68	405	1	3.0
3	68	1069	1	
4	68	1365	1	
5	68	785	1	
6	68	368	1	
7	68	706	1	
8	68	30	1	
9	68	530	1	
10	68	1354	1	
1	69	124	1	4.0
2	69	1418	1	
3	69	694	1	
4	69	970	1	
5	69	882	1	
6	69	744	1	
7	69	531	1	
8	69	105	1	
9	69	892	1	
10	69	235	1	3.0
1	70	124	1	
2	70	1418	1	
3	70	694	1	
4	70	970	1	
5	70	882	1	
6	70	744	1	
7	70	531	1	
8	70	105	1	
9	70	892	1	
10	70	235	1	
1	71	629	1	
2	71	1058	1	
3	71	1262	1	
4	71	1091	1	
5	71	941	1	
6	71	1474	1	
7	71	1231	1	
8	71	1335	1	
9	71	496	1	
10	71	52	1	4.0
1	72	1664	1	
2	72	992	1	
3	72	120	1	
4	72	1166	1	
5	72	392	1	
6	72	286	1	
7	72	1191	1	
8	72	531	1	
9	72	1033	1	
10	72	1086	1	
1	73	1664	1	
2	73	992	1	
3	73	120	1	
4	73	1166	1	
5	73	392	1	
6	73	286	1	4.0
7	73	1191	1	
8	73	531	1	
9	73	1033	1	
10	73	1086	1	
1	74	847	1	
2	74	1125	1	
3	74	486	1	
4	74	1038	1	
5	74	82	1	
6	74	532	1	
7	74	1049	1	
8	74	757	1	
9	74	452	1	
10	74	306	1	
1	75	990	1	
2	75	561	1	
3	75	706	1	
4	75	31	1	
5	75	1164	1	
6	75	537	1	
7	75	1382	1	
8	75	688	1	
9	75	124	1	
10	75	441	1	
1	76	847	1	
2	76	1125	1	
3	76	486	1	
4	76	1038	1	
5	76	82	1	
6	76	532	1	
7	76	1049	1	
8	76	757	1	
9	76	452	1	
10	76	306	1	
1	77	86	1	
2	77	984	1	
3	77	906	1	
4	77	508	1	
5	77	75	1	
6	77	553	1	
7	77	719	1	
8	77	1205	1	
9	77	523	1	5.0
10	77	1009	1	
1	78	990	1	
2	78	561	1	
3	78	706	1	
4	78	31	1	
5	78	1164	1	
6	78	537	1	
7	78	1382	1	
8	78	688	1	
9	78	124	1	
10	78	441	1	
1	79	1389	1	
2	79	104	1	
3	79	60	1	
4	79	1212	1	
5	79	723	1	
6	79	1188	1	
7	79	584	1	
8	79	276	1	3.0
9	79	743	1	
10	79	1584	1	
1	80	86	1	5.0
2	80	984	1	
3	80	906	1	
4	80	508	1	
5	80	75	1	
6	80	553	1	
7	80	719	1	
8	80	1205	1	
9	80	523	1	
10	80	1009	1	
1	81	1199	1	
2	81	356	1	
3	81	791	1	
4	81	814	1	
5	81	1184	1	
6	81	875	1	
7	81	958	1	
8	81	1614	1	
9	81	746	1	
10	81	128	1	
1	82	1389	1	
2	82	104	1	
3	82	60	1	
4	82	1212	1	
5	82	723	1	
6	82	1188	1	
7	82	584	1	
8	82	276	1	4.0
9	82	743	1	
10	82	1584	1	
1	83	1426	1	
2	83	588	1	
3	83	735	1	
4	83	555	1	
5	83	122	1	1.0
6	83	52	1	
7	83	924	1	
8	83	63	1	4.0
9	83	638	1	
10	83	307	1	
1	84	1199	1	
2	84	356	1	
3	84	791	1	
4	84	814	1	
5	84	1184	1	
6	84	875	1	
7	84	958	1	
8	84	1614	1	
9	84	746	1	
10	84	128	1	
1	85	1015	1	
2	85	1132	1	
3	85	691	1	
4	85	307	1	
5	85	1371	1	
6	85	790	1	
7	85	1180	1	
8	85	73	1	
9	85	762	1	
10	85	1489	1	
1	86	743	1	
2	86	705	1	
3	86	1465	1	
4	86	1659	1	
5	86	472	1	
6	86	393	1	
7	86	493	1	
8	86	278	1	
9	86	908	1	
10	86	667	1	
1	87	1015	1	
2	87	1132	1	
3	87	691	1	
4	87	307	1	
5	87	1371	1	
6	87	790	1	4.0
7	87	1180	1	3.0
8	87	73	1	3.0
9	87	762	1	
10	87	1489	1	
1	88	857	1	
2	88	673	1	
3	88	381	1	
4	88	1480	1	
5	88	728	1	
6	88	1185	1	
7	88	1493	1	
8	88	514	1	
9	88	518	1	
10	88	1531	1	
1	89	1574	1	
2	89	1065	1	
3	89	737	1	1.0
4	89	279	1	
5	89	1614	1	
6	89	1258	1	
7	89	1034	1	
8	89	1510	1	
9	89	959	1	
10	89	83	1	4.0
1	90	857	1	
2	90	673	1	
3	90	381	1	
4	90	1480	1	
5	90	728	1	
6	90	1185	1	
7	90	1493	1	
8	90	514	1	3.0
9	90	518	1	2.0
10	90	1531	1	
1	91	678	1	
2	91	184	1	
3	91	117	1	
4	91	1334	1	
5	91	592	1	
6	91	453	1	
7	91	1028	1	
8	91	350	1	
9	91	1123	1	
10	91	1036	1	
1	92	1634	1	
2	92	17	1	
3	92	610	1	
4	92	191	1	4.0
5	92	1088	1	
6	92	1572	1	
7	92	494	1	
8	92	1529	1	
9	92	1028	1	2.0
10	92	142	1	
1	93	678	1	
2	93	184	1	
3	93	117	1	
4	93	1334	1	
5	93	592	1	
6	93	453	1	
7	93	1028	1	
8	93	350	1	
9	93	1123	1	
10	93	1036	1	
1	94	17	1	2.0
2	94	1388	1	
3	94	1016	1	
4	94	746	1	4.0
5	94	582	1	
6	94	571	1	
7	94	533	1	
8	94	682	1	
9	94	673	1	3.0
10	94	228	1	4.0
1	95	209	1	4.0
2	95	359	1	
3	95	1183	1	
4	95	928	1	
5	95	301	1	
6	95	657	1	5.0
7	95	312	1	
8	95	497	1	
9	95	1128	1	
10	95	1037	1	
1	96	17	1	
2	96	1388	1	
3	96	1016	1	
4	96	746	1	
5	96	582	1	
6	96	571	1	
7	96	533	1	
8	96	682	1	
9	96	673	1	4.0
10	96	228	1	
1	97	29	1	
2	97	591	1	
3	97	1345	1	
4	97	918	1	
5	97	1035	1	
6	97	679	1	
7	97	1528	1	
8	97	326	1	
9	97	319	1	
10	97	500	1	
1	98	260	1	
2	98	764	1	
3	98	525	1	
4	98	1009	1	
5	98	934	1	
6	98	217	1	
7	98	705	1	
8	98	329	1	
9	98	1529	1	
10	98	617	1	
1	99	29	1	
2	99	591	1	4.0
3	99	1345	1	
4	99	918	1	
5	99	1035	1	
6	99	679	1	
7	99	1528	1	
8	99	326	1	3.0
9	99	319	1	
10	99	500	1	
1	100	1224	1	
2	100	575	1	
3	100	206	1	
4	100	344	1	4.0
5	100	1288	1	
6	100	42	1	
7	100	403	1	
8	100	767	1	
9	100	1155	1	
10	100	1566	1	
1	101	1550	1	
2	101	825	1	
3	101	369	1	2.0
4	101	229	1	
5	101	1085	1	
6	101	213	1	
7	101	1394	1	
8	101	575	1	
9	101	636	1	
10	101	798	1	
1	102	1224	1	
2	102	575	1	
3	102	206	1	
4	102	344	1	
5	102	1288	1	
6	102	42	1	
7	102	403	1	3.0
8	102	767	1	
9	102	1155	1	
10	102	1566	1	
1	103	893	1	
2	103	1260	1	
3	103	804	1	
4	103	186	1	
5	103	252	1	2.0
6	103	487	1	4.0
7	103	260	1	
8	103	1093	1	
9	103	927	1	
10	103	169	1	
1	104	315	1	
2	104	240	1	
3	104	1435	1	
4	104	552	1	
5	104	1138	1	
6	104	238	1	
7	104	907	1	
8	104	720	1	
9	104	779	1	
10	104	769	1	
1	105	893	1	
2	105	1260	1	
3	105	804	1	
4	105	186	1	
5	105	252	1	
6	105	487	1	
7	105	260	1	
8	105	1093	1	
9	105	927	1	
10	105	169	1	
1	106	575	1	
2	106	50	1	
3	106	4	1	
4	106	1077	1	
5	106	1097	1	
6	106	542	1	
7	106	649	1	
8	106	336	1	
9	106	443	1	
10	106	1539	1	
1	107	1240	1	
2	107	949	1	
3	107	747	1	
4	107	1265	1	
5	107	1429	1	
6	107	1232	1	
7	107	96	1	
8	107	1229	1	
9	107	782	1	
10	107	820	1	
1	108	575	1	
2	108	50	1	4.0
3	108	4	1	
4	108	1077	1	
5	108	1097	1	
6	108	542	1	
7	108	649	1	
8	108	336	1	
9	108	443	1	
10	108	1539	1	
1	109	565	1	
2	109	1238	1	
3	109	827	1	
4	109	831	1	2.0
5	109	105	1	
6	109	843	1	
7	109	332	1	3.0
8	109	1517	1	
9	109	1499	1	
10	109	166	1	
1	110	944	1	3.0
2	110	470	1	
3	110	807	1	
4	110	18	1	
5	110	883	1	
6	110	352	1	
7	110	682	1	4.0
8	110	1454	1	
9	110	729	1	
10	110	880	1	
1	111	565	1	
2	111	1238	1	
3	111	827	1	
4	111	831	1	
5	111	105	1	
6	111	843	1	
7	111	332	1	
8	111	1517	1	
9	111	1499	1	
10	111	166	1	
1	112	1629	1	
2	112	1070	1	
3	112	223	1	
4	112	1593	1	
5	112	1011	1	
6	112	420	1	
7	112	1624	1	
8	112	714	1	
9	112	739	1	
10	112	1202	1	
1	113	564	1	
2	113	888	1	
3	113	959	1	
4	113	1298	1	
5	113	998	1	
6	113	561	1	
7	113	1556	1	
8	113	1682	1	
9	113	1510	1	
10	113	99	1	
1	114	1629	1	
2	114	1070	1	
3	114	223	1	
4	114	1593	1	
5	114	1011	1	
6	114	420	1	
7	114	1624	1	
8	114	714	1	
9	114	739	1	
10	114	1202	1	
1	115	265	1	2.0
2	115	1336	1	
3	115	154	1	
4	115	556	1	
5	115	641	1	
6	115	408	1	
7	115	1477	1	
8	115	835	1	
9	115	557	1	
10	115	604	1	
1	116	1043	1	
2	116	973	1	
3	116	1145	1	
4	116	1212	1	
5	116	31	1	
6	116	638	1	
7	116	898	1	
8	116	529	1	
9	116	6	1	
10	116	363	1	
1	117	265	1	4.0
2	117	1336	1	
3	117	154	1	
4	117	556	1	
5	117	641	1	
6	117	408	1	
7	117	1477	1	
8	117	835	1	
9	117	557	1	
10	117	604	1	
1	118	636	1	
2	118	316	1	
3	118	385	1	
4	118	161	1	
5	118	1288	1	
6	118	163	1	
7	118	1556	1	
8	118	651	1	
9	118	574	1	
10	118	149	1	
1	119	577	1	
2	119	777	1	
3	119	1680	1	
4	119	992	1	
5	119	1060	1	
6	119	738	1	
7	119	408	1	
8	119	1361	1	
9	119	1056	1	
10	119	729	1	
1	120	636	1	
2	120	316	1	
3	120	385	1	
4	120	161	1	
5	120	1288	1	
6	120	163	1	
7	120	1556	1	
8	120	651	1	
9	120	574	1	
10	120	149	1	
1	121	219	1	
2	121	1657	1	
3	121	1197	1	
4	121	1035	1	
5	121	929	1	
6	121	778	1	
7	121	1160	1	
8	121	1140	1	
9	121	329	1	
10	121	146	1	
1	122	625	1	
2	122	395	1	
3	122	358	1	
4	122	1347	1	
5	122	185	1	
6	122	1219	1	
7	122	615	1	
8	122	962	1	
9	122	190	1	4.0
10	122	1597	1	
1	123	219	1	
2	123	1657	1	
3	123	1197	1	
4	123	1035	1	
5	123	929	1	
6	123	778	1	
7	123	1160	1	
8	123	1140	1	
9	123	329	1	
10	123	146	1	
1	124	1225	1	
2	124	789	1	
3	124	549	1	
4	124	1285	1	
5	124	1534	1	
6	124	560	1	
7	124	1224	1	
8	124	1144	1	
9	124	718	1	
10	124	1030	1	
1	125	1121	1	
2	125	729	1	
3	125	955	1	
4	125	354	1	
5	125	416	1	
6	125	908	1	
7	125	1491	1	
8	125	780	1	2.0
9	125	1628	1	
10	125	1434	1	
1	126	1225	1	
2	126	789	1	
3	126	549	1	
4	126	1285	1	
5	126	1534	1	
6	126	560	1	
7	126	1224	1	
8	126	1144	1	
9	126	718	1	
10	126	1030	1	
1	127	310	1	
2	127	375	1	
3	127	909	1	
4	127	1394	1	
5	127	25	1	
6	127	821	1	
7	127	485	1	
8	127	1192	1	
9	127	592	1	
10	127	1088	1	
1	128	280	1	1.0
2	128	980	1	
3	128	581	1	
4	128	100	1	
5	128	79	1	4.0
6	128	1239	1	
7	128	1584	1	
8	128	554	1	
9	128	1668	1	
10	128	1620	1	
1	129	310	1	2.0
2	129	375	1	
3	129	909	1	
4	129	1394	1	
5	129	25	1	
6	129	821	1	
7	129	485	1	
8	129	1192	1	
9	129	592	1	
10	129	1088	1	
1	130	1009	1	
2	130	112	1	
3	130	296	1	
4	130	1462	1	
5	130	706	1	
6	130	1339	1	
7	130	1232	1	
8	130	708	1	
9	130	952	1	
10	130	149	1	
1	131	1676	1	
2	131	739	1	
3	131	1673	1	
4	131	716	1	
5	131	901	1	
6	131	666	1	
7	131	708	1	
8	131	1446	1	
9	131	327	1	
10	131	638	1	
1	132	1009	1	
2	132	112	1	
3	132	296	1	
4	132	1462	1	
5	132	706	1	
6	132	1339	1	
7	132	1232	1	
8	132	708	1	
9	132	952	1	
10	132	149	1	
1	133	185	1	
2	133	497	1	
3	133	957	1	
4	133	174	1	
5	133	371	1	
6	133	858	1	
7	133	783	1	
8	133	1296	1	
9	133	1660	1	
10	133	1622	1	
1	134	1416	1	
2	134	925	1	
3	134	1602	1	
4	134	42	1	
5	134	987	1	
6	134	855	1	
7	134	1448	1	
8	134	649	1	
9	134	22	1	
10	134	76	1	
1	135	185	1	4.0
2	135	497	1	
3	135	957	1	
4	135	174	1	
5	135	371	1	
6	135	858	1	
7	135	783	1	
8	135	1296	1	
9	135	1660	1	
10	135	1622	1	
1	136	505	1	
2	136	269	1	5.0
3	136	62	1	
4	136	1154	1	
5	136	1601	1	
6	136	1281	1	
7	136	1209	1	
8	136	770	1	
9	136	609	1	
10	136	536	1	
1	137	487	1	
2	137	1127	1	
3	137	1149	1	
4	137	620	1	
5	137	1226	1	
6	137	863	1	
7	137	1653	1	
8	137	423	1	
9	137	45	1	
10	137	1229	1	
1	138	505	1	
2	138	269	1	
3	138	62	1	
4	138	1154	1	
5	138	1601	1	
6	138	1281	1	
7	138	1209	1	
8	138	770	1	
9	138	609	1	
10	138	536	1	
1	139	484	1	
2	139	1256	1	
3	139	1188	1	
4	139	1199	1	
5	139	1557	1	
6	139	1098	1	
7	139	751	1	
8	139	972	1	
9	139	508	1	4.0
10	139	1422	1	
1	140	1579	1	
2	140	283	1	
3	140	180	1	
4	140	1289	1	
5	140	307	1	
6	140	1100	1	
7	140	430	1	
8	140	1191	1	
9	140	458	1	
10	140	582	1	
1	141	484	1	
2	141	1256	1	
3	141	1188	1	
4	141	1199	1	
5	141	1557	1	
6	141	1098	1	
7	141	751	1	
8	141	972	1	
9	141	508	1	
10	141	1422	1	
1	142	460	1	
2	142	162	1	
3	142	567	1	
4	142	1391	1	
5	142	1448	1	
6	142	1418	1	
7	142	525	1	
8	142	694	1	
9	142	1460	1	
10	142	152	1	
1	143	880	1	
2	143	330	1	
3	143	1459	1	
4	143	403	1	
5	143	857	1	
6	143	1015	1	
7	143	708	1	
8	143	405	1	
9	143	1271	1	
10	143	820	1	
1	144	460	1	
2	144	162	1	
3	144	567	1	
4	144	1391	1	
5	144	1448	1	
6	144	1418	1	
7	144	525	1	
8	144	694	1	
9	144	1460	1	
10	144	152	1	
1	145	620	1	3.0
2	145	872	1	
3	145	1339	1	
4	145	1022	1	
5	145	34	1	
6	145	547	1	
7	145	1516	1	
8	145	1282	1	
9	145	1392	1	
10	145	1033	1	1.0
1	146	665	1	
2	146	1044	1	
3	146	1339	1	
4	146	1673	1	
5	146	726	1	
6	146	1310	1	
7	146	762	1	
8	146	519	1	
9	146	1597	1	
10	146	1204	1	
1	147	787	1	
2	147	1619	1	
3	147	835	1	
